game_id,team_id,team,pts,reb,ast,stl,blk,turnover,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,pf,min_decimal,fg_pct,fg3_pct,ft_pct,date,season,home_team_id,away_team_id,is_home
1037616,7,Dallas Mavericks,125,40,20,5,2,9,44,91,15,36,22,28,8,32,15,0.0,0.4835164835164835,0.4166666666666667,0.7857142857142857,2023-10-27,2023,7,3,True
1037617,13,LA Clippers,118,36,17,8,6,14,41,77,14,35,22,28,6,30,22,0.0,0.5324675324675324,0.4,0.7857142857142857,2023-10-27,2023,29,13,False
1037617,29,Utah Jazz,120,45,27,7,4,14,42,96,16,41,20,22,17,28,24,0.0,0.4375,0.3902439024390244,0.9090909090909091,2023-10-27,2023,29,13,True
1037618,22,Orlando Magic,102,45,22,10,5,14,36,79,9,28,21,32,10,35,16,0.0,0.45569620253164556,0.32142857142857145,0.65625,2023-10-27,2023,25,22,False
1037618,25,Portland Trail Blazers,97,47,15,6,1,16,35,88,9,32,18,21,15,32,24,0.0,0.3977272727272727,0.28125,0.8571428571428571,2023-10-27,2023,25,22,True
1037619,10,Golden State Warriors,122,39,32,14,3,19,48,87,14,32,12,14,7,32,24,0.0,0.5517241379310345,0.4375,0.8571428571428571,2023-10-27,2023,26,10,False
1037619,26,Sacramento Kings,114,41,24,10,3,14,41,94,12,40,20,29,10,31,16,0.0,0.43617021276595747,0.3,0.6896551724137931,2023-10-27,2023,26,10,True
1037620,5,Chicago Bulls,102,32,16,10,5,8,39,93,11,28,13,16,12,20,20,0.0,0.41935483870967744,0.39285714285714285,0.8125,2023-10-28,2023,9,5,False
1037620,9,Detroit Pistons,118,53,29,4,4,15,45,86,12,28,16,20,15,38,18,0.0,0.5232558139534884,0.42857142857142855,0.8,2023-10-28,2023,9,5,True
1037621,15,Memphis Grizzlies,106,45,27,7,8,16,39,91,19,47,9,9,6,39,21,0.0,0.42857142857142855,0.40425531914893614,1.0,2023-10-28,2023,30,15,False
1037621,30,Washington Wizards,113,45,24,9,5,11,40,93,16,46,17,22,11,34,15,0.0,0.43010752688172044,0.34782608695652173,0.7727272727272727,2023-10-28,2023,30,15,True
1037622,19,New Orleans Pelicans,96,43,20,8,5,13,40,87,9,33,7,16,4,39,22,0.0,0.45977011494252873,0.2727272727272727,0.4375,2023-10-28,2023,19,20,True
1037622,20,New York Knicks,87,59,19,7,3,18,33,90,7,37,14,18,16,43,17,0.0,0.36666666666666664,0.1891891891891892,0.7777777777777778,2023-10-28,2023,19,20,False
1037623,6,Cleveland Cavaliers,113,51,29,2,6,6,43,99,12,31,15,24,18,33,16,0.0,0.43434343434343436,0.3870967741935484,0.625,2023-10-28,2023,6,12,True
1037623,12,Indiana Pacers,125,48,36,3,4,7,48,98,15,38,14,17,11,37,20,0.0,0.4897959183673469,0.39473684210526316,0.8235294117647058,2023-10-28,2023,6,12,False
1037624,23,Philadelphia 76ers,114,42,25,8,7,9,43,86,10,28,18,21,9,33,18,0.0,0.5,0.35714285714285715,0.8571428571428571,2023-10-28,2023,28,23,False
1037624,28,Toronto Raptors,107,41,28,5,5,13,38,87,17,32,14,19,13,28,19,0.0,0.4367816091954023,0.53125,0.7368421052631579,2023-10-28,2023,28,23,True
1037625,16,Miami Heat,90,42,24,6,1,14,35,87,12,39,8,14,9,33,12,0.0,0.40229885057471265,0.3076923076923077,0.5714285714285714,2023-10-28,2023,18,16,False
1037625,18,Minnesota Timberwolves,106,47,30,9,3,14,44,86,12,34,6,8,7,40,17,0.0,0.5116279069767442,0.35294117647058826,0.75,2023-10-28,2023,18,16,True
1037626,24,Phoenix Suns,126,39,31,10,8,11,45,85,10,37,26,28,7,32,19,0.0,0.5294117647058824,0.2702702702702703,0.9285714285714286,2023-10-28,2023,24,29,True
1037626,29,Utah Jazz,104,46,26,6,5,18,40,92,12,37,12,14,16,30,20,0.0,0.43478260869565216,0.32432432432432434,0.8571428571428571,2023-10-28,2023,24,29,False
1037627,8,Denver Nuggets,128,48,34,8,5,13,53,88,11,27,11,13,10,38,21,0.0,0.6022727272727273,0.4074074074074074,0.8461538461538461,2023-10-29,2023,21,8,False
1037627,21,Oklahoma City Thunder,95,29,22,8,4,9,37,90,6,32,15,18,7,22,14,0.0,0.4111111111111111,0.1875,0.8333333333333334,2023-10-29,2023,21,8,True
1037628,10,Golden State Warriors,106,49,27,6,6,14,35,81,18,45,18,23,8,41,18,0.0,0.43209876543209874,0.4,0.782608695652174,2023-10-29,2023,11,10,False
1037628,11,Houston Rockets,95,42,22,7,4,7,34,90,9,33,18,19,10,32,20,0.0,0.37777777777777777,0.2727272727272727,0.9473684210526315,2023-10-29,2023,11,10,True
1037629,1,Atlanta Hawks,127,46,32,15,2,17,47,93,15,37,18,22,13,33,17,0.0,0.5053763440860215,0.40540540540540543,0.8181818181818182,2023-10-29,2023,17,1,False
1037629,17,Milwaukee Bucks,110,39,22,10,3,23,39,86,16,44,16,20,12,27,22,0.0,0.45348837209302323,0.36363636363636365,0.8,2023-10-29,2023,17,1,True
1037630,23,Philadelphia 76ers,126,51,28,10,17,15,40,82,11,28,35,40,11,40,20,0.0,0.4878048780487805,0.39285714285714285,0.875,2023-10-29,2023,23,25,True
1037630,25,Portland Trail Blazers,98,42,19,10,9,15,36,94,7,31,19,22,14,28,26,0.0,0.3829787234042553,0.22580645161290322,0.8636363636363636,2023-10-29,2023,23,25,False
1037631,13,LA Clippers,123,48,23,15,5,16,47,91,16,42,13,21,9,39,16,0.0,0.5164835164835165,0.38095238095238093,0.6190476190476191,2023-10-29,2023,13,27,True
1037631,27,San Antonio Spurs,83,37,21,9,6,25,30,80,11,33,12,16,6,31,23,0.0,0.375,0.3333333333333333,0.75,2023-10-29,2023,13,27,False
1037632,14,Los Angeles Lakers,127,53,27,4,4,12,43,98,15,45,26,34,8,45,22,0.0,0.4387755102040816,0.3333333333333333,0.7647058823529411,2023-10-29,2023,26,14,False
1037632,26,Sacramento Kings,132,47,30,6,7,10,49,104,17,48,17,24,6,41,28,0.0,0.47115384615384615,0.3541666666666667,0.7083333333333334,2023-10-29,2023,26,14,True
1037633,3,Brooklyn Nets,133,46,25,4,8,13,49,87,12,33,23,32,10,36,19,0.0,0.5632183908045977,0.36363636363636365,0.71875,2023-10-30,2023,4,3,False
1037633,4,Charlotte Hornets,121,39,33,8,5,9,47,96,8,31,19,20,8,31,23,0.0,0.4895833333333333,0.25806451612903225,0.95,2023-10-30,2023,4,3,True
1037634,5,Chicago Bulls,112,44,19,8,6,13,40,87,6,17,26,31,10,34,17,0.0,0.45977011494252873,0.35294117647058826,0.8387096774193549,2023-10-30,2023,12,5,False
1037634,12,Indiana Pacers,105,47,26,7,5,17,36,88,12,46,21,25,11,36,24,0.0,0.4090909090909091,0.2608695652173913,0.84,2023-10-30,2023,12,5,True
1037635,2,Boston Celtics,126,51,31,11,6,18,51,102,19,53,5,7,15,36,21,0.0,0.5,0.3584905660377358,0.7142857142857143,2023-10-30,2023,30,2,False
1037635,30,Washington Wizards,107,40,26,12,4,15,39,87,11,36,18,26,11,29,13,0.0,0.4482758620689655,0.3055555555555556,0.6923076923076923,2023-10-30,2023,30,2,True
1037636,1,Atlanta Hawks,127,36,28,6,7,9,48,86,14,30,17,18,4,32,12,0.0,0.5581395348837209,0.4666666666666667,0.9444444444444444,2023-10-30,2023,1,18,True
1037636,18,Minnesota Timberwolves,113,38,24,5,5,10,44,90,16,33,9,15,10,28,17,0.0,0.4888888888888889,0.48484848484848486,0.6,2023-10-30,2023,1,18,False
1037637,25,Portland Trail Blazers,99,51,20,6,7,14,38,85,11,35,12,15,13,38,19,0.0,0.4470588235294118,0.3142857142857143,0.8,2023-10-30,2023,28,25,False
1037637,28,Toronto Raptors,91,47,19,10,4,11,38,94,4,29,11,15,14,33,17,0.0,0.40425531914893614,0.13793103448275862,0.7333333333333333,2023-10-30,2023,28,25,True
1037638,7,Dallas Mavericks,125,48,24,4,7,15,42,84,23,47,18,24,6,42,17,0.0,0.5,0.48936170212765956,0.75,2023-10-30,2023,15,7,False
1037638,15,Memphis Grizzlies,110,44,22,9,4,12,42,92,14,37,12,20,10,34,22,0.0,0.45652173913043476,0.3783783783783784,0.6,2023-10-30,2023,15,7,True
1037639,16,Miami Heat,114,40,27,7,2,14,41,86,13,34,19,20,7,33,20,0.0,0.47674418604651164,0.38235294117647056,0.95,2023-10-30,2023,17,16,False
1037639,17,Milwaukee Bucks,122,43,24,8,5,14,44,87,12,37,22,30,9,34,23,0.0,0.5057471264367817,0.32432432432432434,0.7333333333333333,2023-10-30,2023,17,16,True
1037640,10,Golden State Warriors,130,64,28,6,7,13,51,99,15,41,13,20,21,43,21,0.0,0.5151515151515151,0.36585365853658536,0.65,2023-10-30,2023,19,10,False
1037640,19,New Orleans Pelicans,102,40,23,7,3,10,38,94,10,39,16,26,14,26,18,0.0,0.40425531914893614,0.2564102564102564,0.6153846153846154,2023-10-30,2023,19,10,True
1037641,9,Detroit Pistons,112,41,31,6,5,16,39,91,15,28,19,24,13,28,25,0.0,0.42857142857142855,0.5357142857142857,0.7916666666666666,2023-10-30,2023,21,9,False
1037641,21,Oklahoma City Thunder,124,44,21,9,10,15,44,83,13,29,23,28,6,38,19,0.0,0.5301204819277109,0.4482758620689655,0.8214285714285714,2023-10-30,2023,21,9,True
1037642,8,Denver Nuggets,110,43,32,4,8,12,47,84,9,28,7,17,7,36,14,0.0,0.5595238095238095,0.32142857142857145,0.4117647058823529,2023-10-30,2023,8,29,True
1037642,29,Utah Jazz,102,51,30,6,2,12,42,98,11,37,7,15,17,34,21,0.0,0.42857142857142855,0.2972972972972973,0.4666666666666667,2023-10-30,2023,8,29,False
1037643,14,Los Angeles Lakers,106,40,28,7,10,16,42,79,8,27,14,18,3,37,17,0.0,0.5316455696202531,0.2962962962962963,0.7777777777777778,2023-10-30,2023,14,22,True
1037643,22,Orlando Magic,103,44,28,10,3,11,38,95,14,35,13,18,12,32,22,0.0,0.4,0.4,0.7222222222222222,2023-10-30,2023,14,22,False
1037644,6,Cleveland Cavaliers,91,46,19,6,6,15,36,92,10,38,9,12,14,32,19,0.0,0.391304347826087,0.2631578947368421,0.75,2023-10-31,2023,6,20,True
1037644,20,New York Knicks,109,48,18,9,1,14,38,86,13,34,20,25,12,36,17,0.0,0.4418604651162791,0.38235294117647056,0.8,2023-10-31,2023,6,20,False
1037645,24,Phoenix Suns,114,43,29,8,7,19,42,83,18,39,12,15,6,37,18,0.0,0.5060240963855421,0.46153846153846156,0.8,2023-10-31,2023,24,27,True
1037645,27,San Antonio Spurs,115,37,25,10,9,12,43,92,14,37,15,20,8,29,17,0.0,0.4673913043478261,0.3783783783783784,0.75,2023-10-31,2023,24,27,False
1037646,13,LA Clippers,118,44,29,10,4,16,44,89,14,31,16,23,9,35,26,0.0,0.4943820224719101,0.45161290322580644,0.6956521739130435,2023-10-31,2023,13,22,True
1037646,22,Orlando Magic,102,40,23,9,3,16,38,81,7,30,19,33,7,33,24,0.0,0.4691358024691358,0.23333333333333334,0.5757575757575758,2023-10-31,2023,13,22,False
1037647,9,Detroit Pistons,101,38,24,12,4,18,40,90,11,29,10,11,6,32,31,0.0,0.4444444444444444,0.3793103448275862,0.9090909090909091,2023-11-01,2023,9,25,True
1037647,25,Portland Trail Blazers,110,44,23,10,7,17,38,81,7,21,27,33,7,37,15,0.0,0.4691358024691358,0.3333333333333333,0.8181818181818182,2023-11-01,2023,9,25,False
1037648,17,Milwaukee Bucks,111,29,19,9,2,12,35,76,13,34,28,38,7,22,17,0.0,0.4605263157894737,0.38235294117647056,0.7368421052631579,2023-11-01,2023,28,17,False
1037648,28,Toronto Raptors,130,50,35,7,7,16,51,91,15,38,13,14,15,35,25,0.0,0.5604395604395604,0.39473684210526316,0.9285714285714286,2023-11-01,2023,28,17,True
1037649,1,Atlanta Hawks,130,57,26,8,3,20,46,92,9,32,29,32,14,43,16,0.0,0.5,0.28125,0.90625,2023-11-01,2023,1,30,True
1037649,30,Washington Wizards,121,35,32,14,3,11,51,101,10,40,9,14,6,29,25,0.0,0.504950495049505,0.25,0.6428571428571429,2023-11-01,2023,1,30,False
1037650,2,Boston Celtics,155,57,27,5,2,11,54,95,20,35,27,28,11,46,19,0.0,0.5684210526315789,0.5714285714285714,0.9642857142857143,2023-11-01,2023,2,12,True
1037650,12,Indiana Pacers,104,31,26,6,6,9,46,101,5,37,7,12,8,23,20,0.0,0.45544554455445546,0.13513513513513514,0.5833333333333334,2023-11-01,2023,2,12,False
1037651,3,Brooklyn Nets,109,47,27,11,4,18,37,82,16,36,19,26,7,40,18,0.0,0.45121951219512196,0.4444444444444444,0.7307692307692307,2023-11-01,2023,16,3,False
1037651,16,Miami Heat,105,46,22,10,5,16,39,91,13,38,14,18,11,35,20,0.0,0.42857142857142855,0.34210526315789475,0.7777777777777778,2023-11-01,2023,16,3,True
1037652,6,Cleveland Cavaliers,95,46,22,7,5,18,32,74,12,32,19,20,6,40,27,0.0,0.43243243243243246,0.375,0.95,2023-11-01,2023,20,6,False
1037652,20,New York Knicks,89,50,18,10,3,13,32,92,5,30,20,30,16,34,16,0.0,0.34782608695652173,0.16666666666666666,0.6666666666666666,2023-11-01,2023,20,6,True
1037653,19,New Orleans Pelicans,110,58,23,8,5,10,40,102,13,42,17,29,22,36,20,0.0,0.39215686274509803,0.30952380952380953,0.5862068965517241,2023-11-01,2023,21,19,False
1037653,21,Oklahoma City Thunder,106,49,23,6,5,14,38,88,7,34,23,25,6,43,24,0.0,0.4318181818181818,0.20588235294117646,0.92,2023-11-01,2023,21,19,True
1037654,4,Charlotte Hornets,119,44,21,9,8,16,45,90,11,27,18,25,15,29,19,0.0,0.5,0.4074074074074074,0.72,2023-11-01,2023,11,4,False
1037654,11,Houston Rockets,128,38,35,10,2,17,44,84,21,37,19,23,7,31,22,0.0,0.5238095238095238,0.5675675675675675,0.8260869565217391,2023-11-01,2023,11,4,True
1037655,8,Denver Nuggets,89,43,23,6,10,15,38,96,6,33,7,10,12,31,22,0.0,0.3958333333333333,0.18181818181818182,0.7,2023-11-01,2023,18,8,False
1037655,18,Minnesota Timberwolves,110,47,20,9,5,13,38,83,8,21,26,27,8,39,15,0.0,0.4578313253012048,0.38095238095238093,0.9629629629629629,2023-11-01,2023,18,8,True
1037656,5,Chicago Bulls,105,43,19,10,3,13,42,89,11,33,10,11,12,31,23,0.0,0.47191011235955055,0.3333333333333333,0.9090909090909091,2023-11-01,2023,7,5,False
1037656,7,Dallas Mavericks,114,45,23,7,2,13,37,81,20,48,20,28,13,32,11,0.0,0.4567901234567901,0.4166666666666667,0.7142857142857143,2023-11-01,2023,7,5,True
1037657,15,Memphis Grizzlies,109,42,25,12,7,15,35,96,14,54,25,32,14,28,22,0.0,0.3645833333333333,0.25925925925925924,0.78125,2023-11-01,2023,29,15,False
1037657,29,Utah Jazz,133,50,35,7,3,21,47,87,22,43,17,24,10,40,22,0.0,0.5402298850574713,0.5116279069767442,0.7083333333333334,2023-11-01,2023,29,15,True
1037658,10,Golden State Warriors,102,36,32,5,6,17,39,81,11,31,13,15,7,29,17,0.0,0.48148148148148145,0.3548387096774194,0.8666666666666667,2023-11-01,2023,10,26,True
1037658,26,Sacramento Kings,101,48,22,8,4,12,36,88,11,35,18,23,14,34,17,0.0,0.4090909090909091,0.3142857142857143,0.782608695652174,2023-11-01,2023,10,26,False
1037659,13,LA Clippers,125,46,22,12,1,13,47,99,14,34,17,27,12,34,31,0.0,0.47474747474747475,0.4117647058823529,0.6296296296296297,2023-11-01,2023,14,13,False
1037659,14,Los Angeles Lakers,130,51,28,10,9,14,46,90,11,32,27,36,9,42,24,0.0,0.5111111111111111,0.34375,0.75,2023-11-01,2023,14,13,True
1037660,23,Philadelphia 76ers,114,46,21,12,3,14,42,92,9,25,21,25,15,31,19,0.0,0.45652173913043476,0.36,0.84,2023-11-02,2023,23,28,True
1037660,28,Toronto Raptors,99,41,30,4,3,19,38,79,10,28,13,19,9,32,20,0.0,0.4810126582278481,0.35714285714285715,0.6842105263157895,2023-11-02,2023,23,28,False
1037661,9,Detroit Pistons,116,48,30,4,5,16,41,94,13,38,21,26,19,29,31,0.0,0.43617021276595747,0.34210526315789475,0.8076923076923077,2023-11-02,2023,19,9,False
1037661,19,New Orleans Pelicans,125,36,27,5,7,12,39,80,14,32,33,35,7,29,18,0.0,0.4875,0.4375,0.9428571428571428,2023-11-02,2023,19,9,True
1037662,22,Orlando Magic,115,43,27,16,9,17,39,84,10,28,27,36,10,33,25,0.0,0.4642857142857143,0.35714285714285715,0.75,2023-11-02,2023,29,22,False
1037662,29,Utah Jazz,113,48,27,9,7,20,41,89,12,33,19,26,13,35,27,0.0,0.4606741573033708,0.36363636363636365,0.7307692307692307,2023-11-02,2023,29,22,True
1037663,24,Phoenix Suns,121,34,26,5,4,14,43,80,16,32,19,26,5,29,15,0.0,0.5375,0.5,0.7307692307692307,2023-11-02,2023,24,27,True
1037663,27,San Antonio Spurs,132,41,37,7,5,8,51,98,18,37,12,13,9,32,21,0.0,0.5204081632653061,0.4864864864864865,0.9230769230769231,2023-11-02,2023,24,27,False
1037671,23,Philadelphia 76ers,112,51,24,5,6,17,43,90,11,30,15,18,15,36,24,0.0,0.4777777777777778,0.36666666666666664,0.8333333333333334,2023-11-04,2023,23,24,True
1037671,24,Phoenix Suns,100,42,22,11,12,10,32,89,9,35,27,33,15,27,11,0.0,0.3595505617977528,0.2571428571428571,0.8181818181818182,2023-11-04,2023,23,24,False
1037672,4,Charlotte Hornets,125,41,23,5,10,13,47,88,8,20,23,23,12,29,20,0.0,0.5340909090909091,0.4,1.0,2023-11-04,2023,12,4,False
1037672,12,Indiana Pacers,124,36,31,7,5,14,45,93,22,45,12,16,11,25,18,0.0,0.4838709677419355,0.4888888888888889,0.75,2023-11-04,2023,12,4,True
1037673,14,Los Angeles Lakers,101,40,17,6,10,17,37,84,8,30,19,21,10,30,21,0.0,0.44047619047619047,0.26666666666666666,0.9047619047619048,2023-11-04,2023,22,14,False
1037673,22,Orlando Magic,120,51,29,6,9,15,46,101,12,33,16,19,19,32,18,0.0,0.45544554455445546,0.36363636363636365,0.8421052631578947,2023-11-04,2023,22,14,True
1037674,1,Atlanta Hawks,123,52,28,4,5,11,45,93,14,41,19,24,19,33,16,0.0,0.4838709677419355,0.34146341463414637,0.7916666666666666,2023-11-04,2023,19,1,False
1037674,19,New Orleans Pelicans,105,35,24,9,6,9,40,84,8,31,17,21,9,26,15,0.0,0.47619047619047616,0.25806451612903225,0.8095238095238095,2023-11-04,2023,19,1,True
1037675,2,Boston Celtics,124,50,22,4,6,11,43,90,15,45,23,27,10,40,17,0.0,0.4777777777777778,0.3333333333333333,0.8518518518518519,2023-11-04,2023,3,2,False
1037675,3,Brooklyn Nets,114,42,22,4,5,5,43,100,17,52,11,17,10,32,21,0.0,0.43,0.3269230769230769,0.6470588235294118,2023-11-04,2023,3,2,True
1037676,11,Houston Rockets,107,53,28,4,3,11,40,87,13,36,14,20,10,43,18,0.0,0.45977011494252873,0.3611111111111111,0.7,2023-11-04,2023,11,26,True
