game_id,player_id,player_name,team_id,team,min,pts,reb,ast,stl,blk,turnover,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,pf
1037593,56677582,Jalen Pickett,8,Denver Nuggets,01,2,0,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0
1037593,56677776,Julian Strawther,8,Denver Nuggets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,38017721,Peyton Watson,8,Denver Nuggets,11,3,0,0,0,1,1,1,3,0.3333333,1,3,0.3333333,0,0,0.0,0,0,1
1037593,666489,Vlatko Cancar,8,Denver Nuggets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,17896103,Jay Huff,8,Denver Nuggets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,56677871,Hunter Tyson,8,Denver Nuggets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,383,Taurean Prince,14,Los Angeles Lakers,30,18,3,1,0,1,1,6,8,0.75,4,6,0.6666667,2,2,1.0,1,2,0
1037593,237,LeBron James,14,Los Angeles Lakers,29,21,8,5,1,0,0,10,16,0.625,1,4,0.25,0,1,0.0,1,7,1
1037593,117,Anthony Davis,14,Los Angeles Lakers,34,17,8,4,0,2,2,6,17,0.3529412,1,2,0.5,4,4,1.0,1,7,3
1037593,17553995,Austin Reaves,14,Los Angeles Lakers,31,14,8,4,2,0,2,4,11,0.3636364,1,2,0.5,5,7,0.7142857,4,4,2
1037593,405,D'Angelo Russell,14,Los Angeles Lakers,36,11,4,7,1,0,3,4,12,0.3333333,2,5,0.4,1,2,0.5,0,4,3
1037593,38017697,Max Christie,14,Los Angeles Lakers,01,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,666609,Rui Hachimura,14,Los Angeles Lakers,15,6,3,0,0,0,0,3,10,0.3,0,3,0.0,0,0,0.0,2,1,2
1037593,666626,Jaxson Hayes,14,Los Angeles Lakers,07,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1
1037593,56677836,Maxwell Lewis,14,Los Angeles Lakers,01,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,666860,Cameron Reddish,14,Los Angeles Lakers,18,7,4,0,0,1,0,2,4,0.5,1,2,0.5,2,2,1.0,2,2,2
1037593,1603383,Gabe Vincent,14,Los Angeles Lakers,22,6,1,2,1,0,2,3,8,0.375,0,4,0.0,0,0,0.0,1,0,3
1037593,486,Christian Wood,14,Los Angeles Lakers,16,7,4,0,0,0,1,3,4,0.75,0,1,0.0,1,2,0.5,1,3,1
1037593,56677738,Colin Castleton,14,Los Angeles Lakers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,56677867,Alex Fudge,14,Los Angeles Lakers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,56677868,D'Moi Hodge,14,Los Angeles Lakers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,56677835,Jalen Hood-Schifino,14,Los Angeles Lakers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037593,457,Jarred Vanderbilt,14,Los Angeles Lakers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,443,Klay Thompson,10,Golden State Warriors,36,15,7,3,0,1,3,6,18,0.3333333,3,11,0.2727273,0,0,0.0,1,6,3
1037594,475,Andrew Wiggins,10,Golden State Warriors,27,10,1,0,0,1,0,4,12,0.3333333,0,3,0.0,2,3,0.6666667,1,0,3
1037594,282,Kevon Looney,10,Golden State Warriors,28,7,11,1,0,0,2,3,6,0.5,0,0,0.0,1,1,1.0,5,6,2
1037594,367,Chris Paul,10,Golden State Warriors,34,14,6,9,2,0,1,4,15,0.2666667,0,6,0.0,6,7,0.8571429,1,5,0
1037594,115,Stephen Curry,10,Golden State Warriors,31,27,5,1,1,0,2,8,20,0.4,4,14,0.2857143,7,7,1.0,1,4,5
1037594,56677799,Trayce Jackson-Davis,10,Golden State Warriors,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,251,Cory Joseph,10,Golden State Warriors,04,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0
1037594,17553979,Jonathan Kuminga,10,Golden State Warriors,20,12,6,1,2,1,2,4,8,0.5,0,0,0.0,4,6,0.6666667,3,3,5
1037594,17553992,Moses Moody,10,Golden State Warriors,18,11,3,0,3,1,1,4,6,0.6666667,2,4,0.5,1,2,0.5,1,2,1
1037594,2189,Gary Payton II,10,Golden State Warriors,22,1,2,2,3,0,0,0,5,0.0,0,2,0.0,1,2,0.5,0,2,1
1037594,56677858,Brandin Podziemski,10,Golden State Warriors,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,407,Dario Saric,10,Golden State Warriors,20,7,7,1,0,2,0,3,11,0.2727273,1,3,0.3333333,0,0,0.0,4,3,3
1037594,17896070,Usman Garuba,10,Golden State Warriors,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,185,Draymond Green,10,Golden State Warriors,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,45658838,Lester Quinones,10,Golden State Warriors,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,398,Jerome Robinson,10,Golden State Warriors,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,356,Josh Okogie,24,Phoenix Suns,31,17,5,1,1,0,2,7,9,0.7777778,1,1,1.0,2,2,1.0,4,1,2
1037594,140,Kevin Durant,24,Phoenix Suns,37,18,10,3,0,1,2,7,22,0.3181818,1,2,0.5,3,5,0.6,2,8,1
1037594,349,Jusuf Nurkic,24,Phoenix Suns,28,14,14,3,0,1,1,5,8,0.625,1,2,0.5,3,3,1.0,3,11,5
1037594,8,Grayson Allen,24,Phoenix Suns,21,0,4,2,0,0,1,0,6,0.0,0,5,0.0,0,0,0.0,3,1,2
1037594,57,Devin Booker,24,Phoenix Suns,37,32,6,8,1,0,6,13,21,0.6190476,3,8,0.375,3,3,1.0,1,5,4
1037594,3547095,Udoka Azubuike,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,32,Keita Bates-Diop,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,666451,Bol Bol,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,147,Drew Eubanks,24,Phoenix Suns,19,4,8,2,0,3,3,1,3,0.3333333,0,0,0.0,2,4,0.5,2,6,3
1037594,18678058,Jordan Goodwin,24,Phoenix Suns,14,2,4,3,1,0,2,1,4,0.25,0,1,0.0,0,0,0.0,1,3,0
1037594,178,Eric Gordon,24,Phoenix Suns,32,10,4,1,1,1,1,4,16,0.25,2,9,0.2222222,0,0,0.0,1,3,2
1037594,3547298,Saben Lee,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,666729,Nassir Little,24,Phoenix Suns,03,3,1,0,1,0,0,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1
1037594,314,Chimezie Metu,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,470,Yuta Watanabe,24,Phoenix Suns,18,8,4,0,0,1,1,3,5,0.6,2,4,0.5,0,0,0.0,0,4,2
1037594,37,Bradley Beal,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037594,272,Damion Lee,24,Phoenix Suns,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,204,Gordon Hayward,4,Charlotte Hornets,33,10,8,7,1,1,6,4,8,0.5,0,1,0.0,2,3,0.6666667,3,5,1
1037595,666950,P.J. Washington,4,Charlotte Hornets,32,25,5,2,0,0,1,12,18,0.6666667,1,6,0.1666667,0,0,0.0,1,4,4
1037595,38017698,Mark Williams,4,Charlotte Hornets,30,13,15,1,3,1,2,5,6,0.8333333,0,0,0.0,3,3,1.0,4,11,2
1037595,403,Terry Rozier,4,Charlotte Hornets,34,24,5,6,0,0,3,7,16,0.4375,2,7,0.2857143,8,12,0.6666667,1,4,2
1037595,3547239,LaMelo Ball,4,Charlotte Hornets,31,15,6,10,1,0,3,4,15,0.2666667,4,11,0.3636364,3,4,0.75,1,5,3
1037595,56677848,Amari Bailey,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,56677866,Leaky Black,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,3547253,Theo Maledon,4,Charlotte Hornets,16,4,3,4,0,0,1,2,5,0.4,0,2,0.0,0,0,0.0,0,3,3
1037595,56677823,Brandon Miller,4,Charlotte Hornets,25,13,3,2,0,0,1,5,9,0.5555556,3,7,0.4285714,0,0,0.0,0,3,3
1037595,3547282,Nick Richards,4,Charlotte Hornets,18,7,4,1,0,1,2,2,2,1.0,0,0,0.0,3,4,0.75,1,3,3
1037595,56677846,Nick Smith Jr.,4,Charlotte Hornets,01,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,18678001,JT Thor,4,Charlotte Hornets,20,5,2,1,0,0,0,2,7,0.2857143,1,3,0.3333333,0,0,0.0,1,1,0
1037595,17896037,James Bouknight,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,62,Miles Bridges,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,666748,Cody Martin,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,38017708,Bryce McGowens,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,347,Frank Ntilikina,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,422,Ish Smith,4,Charlotte Hornets,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,666656,De'Andre Hunter,1,Atlanta Hawks,31,9,4,1,0,0,0,4,9,0.4444444,1,4,0.25,0,1,0.0,2,2,6
1037595,3547256,Saddiq Bey,1,Atlanta Hawks,29,15,5,0,5,0,2,6,12,0.5,1,4,0.25,2,2,1.0,3,2,1
1037595,83,Clint Capela,1,Atlanta Hawks,29,15,13,0,1,0,2,6,10,0.6,0,0,0.0,3,4,0.75,6,7,1
1037595,334,Dejounte Murray,1,Atlanta Hawks,33,11,2,6,0,0,1,3,14,0.2142857,0,3,0.0,5,6,0.8333333,0,2,0
1037595,490,Trae Young,1,Atlanta Hawks,36,23,1,9,1,0,5,4,19,0.2105263,1,9,0.1111111,14,15,0.9333333,0,1,3
1037595,53,Bogdan Bogdanovic,1,Atlanta Hawks,24,7,4,4,3,0,0,3,9,0.3333333,1,5,0.2,0,0,0.0,0,4,1
1037595,56677838,Kobe Bufkin,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,666564,Bruno Fernando,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,3547297,Trent Forrest,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,38017689,AJ Griffin,1,Atlanta Hawks,10,2,2,0,0,0,1,1,2,0.5,0,1,0.0,0,0,0.0,0,2,1
1037595,56677806,Mouhamed Gueye,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,17896040,Jalen Johnson,1,Atlanta Hawks,29,21,7,2,2,1,0,9,13,0.6923077,1,3,0.3333333,2,4,0.5,0,7,1
1037595,666754,Garrison Mathews,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,319,Patty Mills,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,3547244,Onyeka Okongwu,1,Atlanta Hawks,19,7,4,2,0,0,1,3,5,0.6,0,0,0.0,1,1,1.0,1,3,5
1037595,56677855,Seth Lundy,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,301,Wesley Matthews,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037595,56677875,Miles Norris,1,Atlanta Hawks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,69,Bruce Brown,12,Indiana Pacers,27,24,3,1,1,0,1,8,11,0.7272727,6,8,0.75,2,2,1.0,1,2,3
1037596,3547243,Obi Toppin,12,Indiana Pacers,19,11,4,1,1,0,0,4,9,0.4444444,2,5,0.4,1,1,1.0,1,3,0
1037596,452,Myles Turner,12,Indiana Pacers,23,11,8,1,0,3,2,5,8,0.625,0,2,0.0,1,2,0.5,0,8,4
1037596,38017686,Bennedict Mathurin,12,Indiana Pacers,26,18,4,5,2,0,2,6,15,0.4,2,6,0.3333333,4,4,1.0,0,4,1
1037596,3547245,Tyrese Haliburton,12,Indiana Pacers,27,20,3,11,1,2,3,9,16,0.5625,2,6,0.3333333,0,0,0.0,0,3,1
1037596,210,Buddy Hield,12,Indiana Pacers,25,14,2,5,1,1,1,5,9,0.5555556,4,7,0.5714286,0,0,0.0,0,2,0
1037596,17896035,Isaiah Jackson,12,Indiana Pacers,11,4,4,0,0,0,0,2,4,0.5,0,0,0.0,0,0,0.0,1,3,2
1037596,304,T.J. McConnell,12,Indiana Pacers,06,4,1,2,2,0,0,2,2,1.0,0,0,0.0,0,0,0.0,0,1,0
1037596,38017507,Andrew Nembhard,12,Indiana Pacers,22,12,4,10,0,0,2,6,9,0.6666667,0,1,0.0,0,0,0.0,1,3,4
1037596,3547250,Aaron Nesmith,12,Indiana Pacers,23,7,5,1,0,1,1,2,5,0.4,1,3,0.3333333,2,2,1.0,1,4,3
1037596,3547207,Jordan Nwora,12,Indiana Pacers,06,5,1,1,0,1,0,2,7,0.2857143,1,2,0.5,0,0,0.0,1,0,0
1037596,56677861,Ben Sheppard,12,Indiana Pacers,06,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,3547264,Jalen Smith,12,Indiana Pacers,13,13,8,0,1,0,0,5,6,0.8333333,2,2,1.0,1,1,1.0,3,5,4
1037596,439,Daniel Theis,12,Indiana Pacers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,56677832,Jarace Walker,12,Indiana Pacers,06,0,4,0,1,0,0,0,5,0.0,0,1,0.0,0,0,0.0,1,3,1
1037596,38017701,Kendall Brown,12,Indiana Pacers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,56677778,Oscar Tshiebwe,12,Indiana Pacers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,56677794,Isaiah Wong,12,Indiana Pacers,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,265,Kyle Kuzma,30,Washington Wizards,25,25,2,0,0,2,0,9,18,0.5,1,4,0.25,6,6,1.0,1,1,0
1037596,3547242,Deni Avdija,30,Washington Wizards,21,9,7,5,1,0,2,4,8,0.5,0,0,0.0,1,2,0.5,2,5,0
1037596,666577,Daniel Gafford,30,Washington Wizards,21,6,5,0,0,2,0,2,2,1.0,0,0,0.0,2,4,0.5,1,4,5
1037596,666848,Jordan Poole,30,Washington Wizards,26,18,2,5,1,1,4,7,18,0.3888889,0,6,0.0,4,5,0.8,0,2,1
1037596,249,Tyus Jones,30,Washington Wizards,28,16,3,6,1,1,2,7,12,0.5833333,2,4,0.5,0,1,0.0,1,2,1
1037596,38017704,Patrick Baldwin Jr.,30,Washington Wizards,03,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,18677954,Jared Butler,30,Washington Wizards,04,3,0,0,0,0,0,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0
1037596,38124126,John Butler Jr.,30,Washington Wizards,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,56677844,Bilal Coulibaly,30,Washington Wizards,23,3,4,3,0,3,3,1,3,0.3333333,1,1,1.0,0,0,0.0,0,4,1
1037596,167,Danilo Gallinari,30,Washington Wizards,17,16,3,0,0,0,0,4,7,0.5714286,2,2,1.0,6,6,1.0,2,1,1
1037596,17896045,Corey Kispert,30,Washington Wizards,25,11,5,1,0,0,1,4,11,0.3636364,1,5,0.2,2,2,1.0,2,3,1
1037596,337,Mike Muscala,30,Washington Wizards,08,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0
1037596,17896106,Eugene Omoruyi,30,Washington Wizards,08,4,2,1,0,0,1,2,3,0.6666667,0,0,0.0,0,0,0.0,1,1,0
1037596,38017712,Ryan Rollins,30,Washington Wizards,06,1,3,1,0,0,1,0,3,0.0,0,0,0.0,1,2,0.5,0,3,0
1037596,487,Delon Wright,30,Washington Wizards,25,8,6,6,3,0,0,3,8,0.375,1,1,1.0,1,1,1.0,1,5,1
1037596,38017687,Johnny Davis,30,Washington Wizards,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,3547302,Anthony Gill,30,Washington Wizards,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037596,414,Landry Shamet,30,Washington Wizards,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,666423,RJ Barrett,20,New York Knicks,36,24,3,2,1,0,2,8,20,0.4,2,5,0.4,6,7,0.8571429,1,2,0
1037597,387,Julius Randle,20,New York Knicks,34,14,11,7,2,0,0,5,22,0.2272727,3,8,0.375,1,5,0.2,4,7,3
1037597,399,Mitchell Robinson,20,New York Knicks,22,2,6,1,2,0,1,1,4,0.25,0,0,0.0,0,2,0.0,3,3,4
1037597,73,Jalen Brunson,20,New York Knicks,33,15,3,6,3,0,2,6,21,0.2857143,3,8,0.375,0,1,0.0,1,2,3
1037597,17895858,Quentin Grimes,20,New York Knicks,23,11,1,0,0,0,0,4,7,0.5714286,3,6,0.5,0,1,0.0,0,1,2
1037597,19,Ryan Arcidiacono,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,131,Donte DiVincenzo,20,New York Knicks,15,0,3,2,0,0,0,0,4,0.0,0,3,0.0,0,0,0.0,0,3,1
1037597,160,Evan Fournier,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,202,Josh Hart,20,New York Knicks,23,7,6,0,0,0,1,2,4,0.5,2,4,0.5,1,2,0.5,1,5,1
1037597,201,Isaiah Hartenstein,20,New York Knicks,26,7,8,2,0,0,1,3,4,0.75,0,0,0.0,1,2,0.5,5,3,5
1037597,666675,DaQuan Jeffries,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,17896033,Miles McBride,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,3547269,Immanuel Quickley,20,New York Knicks,28,24,6,4,1,0,2,7,11,0.6363636,5,7,0.7142857,5,6,0.8333333,2,4,3
1037597,17896063,Jericho Sims,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,666971,Dylan Windler,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,666474,Charles Brown,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,56677795,Jacob Toppin,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,17896089,Duane Washington Jr.,20,New York Knicks,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,70,Jaylen Brown,2,Boston Celtics,38,11,6,5,1,0,2,4,11,0.3636364,0,4,0.0,3,4,0.75,0,6,5
1037597,434,Jayson Tatum,2,Boston Celtics,38,34,11,4,2,1,4,13,22,0.5909091,3,8,0.375,5,6,0.8333333,0,11,3
1037597,378,Kristaps Porzingis,2,Boston Celtics,38,30,8,0,0,4,1,8,15,0.5333334,5,9,0.5555556,9,10,0.9,1,7,4
1037597,214,Jrue Holiday,2,Boston Celtics,35,9,4,2,0,3,2,4,10,0.4,1,5,0.2,0,0,0.0,2,2,3
1037597,473,Derrick White,2,Boston Celtics,32,12,6,2,2,1,1,4,6,0.6666667,1,3,0.3333333,3,4,0.75,0,6,3
1037597,17896094,Dalano Banton,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,666468,Oshae Brissett,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,17896060,Sam Hauser,2,Boston Celtics,14,0,2,0,1,1,0,0,4,0.0,0,4,0.0,0,0,0.0,0,2,1
1037597,219,Al Horford,2,Boston Celtics,26,8,7,2,0,0,3,3,4,0.75,2,3,0.6666667,0,0,0.0,3,4,2
1037597,261,Luke Kornet,2,Boston Celtics,08,0,1,2,0,1,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0,0
1037597,338,Svi Mykhailiuk,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,3547276,Payton Pritchard,2,Boston Celtics,11,4,1,1,0,0,0,1,4,0.25,0,3,0.0,2,2,1.0,0,1,1
1037597,17553967,Neemias Queta,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,3547279,Lamar Stevens,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,56677864,Jordan Walsh,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,38017707,JD Davison,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037597,3547295,Nathan Knight,2,Boston Celtics,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037598,17896026,Franz Wagner,22,Orlando Magic,27,17,3,2,1,0,3,5,11,0.4545455,3,7,0.4285714,4,4,1.0,2,1,1
1037598,38017683,Paolo Banchero,22,Orlando Magic,28,12,5,5,1,0,1,3,6,0.5,0,1,0.0,6,7,0.8571429,0,5,2
1037598,85,Wendell Carter Jr.,22,Orlando Magic,27,8,8,1,2,0,2,4,10,0.4,0,2,0.0,0,0,0.0,4,4,3
1037598,17896073,Jalen Suggs,22,Orlando Magic,21,8,4,0,0,0,0,3,12,0.25,2,7,0.2857143,0,0,0.0,1,3,2
1037598,165,Markelle Fultz,22,Orlando Magic,24,10,4,2,3,0,1,5,9,0.5555556,0,0,0.0,0,0,0.0,3,1,0
1037598,3547251,Cole Anthony,22,Orlando Magic,24,20,8,2,0,0,0,8,12,0.6666667,1,2,0.5,3,3,1.0,1,7,2
1037598,666442,Goga Bitadze,22,Orlando Magic,05,7,3,0,0,0,1,2,2,1.0,0,0,0.0,3,4,0.75,1,2,1
1037598,56677827,Anthony Black,22,Orlando Magic,05,5,0,1,0,2,0,2,2,1.0,0,0,0.0,1,1,1.0,0,0,0
1037598,196,Gary Harris,22,Orlando Magic,17,11,6,0,0,1,0,5,8,0.625,1,4,0.25,0,0,0.0,3,3,0
1037598,38017724,Caleb Houstan,22,Orlando Magic,05,3,1,0,0,0,0,1,2,0.5,1,2,0.5,0,0,0.0,0,1,0
1037598,56677839,Jett Howard,22,Orlando Magic,05,0,0,1,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0
1037598,226,Joe Ingles,22,Orlando Magic,18,0,4,5,0,0,1,0,3,0.0,0,3,0.0,0,0,0.0,0,4,3
1037598,229,Jonathan Isaac,22,Orlando Magic,14,11,4,0,0,1,2,4,6,0.6666667,1,3,0.3333333,2,3,0.6666667,1,3,2
1037598,666818,Chuma Okeke,22,Orlando Magic,05,0,3,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,3,0
1037598,462,Moritz Wagner,22,Orlando Magic,15,4,3,0,0,1,3,0,1,0.0,0,1,0.0,4,4,1.0,0,3,4
1037598,38017607,Kevon Harris,22,Orlando Magic,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1037598,17553983,Trevelin Queen,22,Orlando Magic,00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
