player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,is_sparse,actual,result,profit,clv,clv_proxy,clv_is_true,grade_date
38017685,Chet Holmgren,18447858,Oklahoma City Thunder @ Philadelphia 76ers,21,ast,OVER,1.5,140,140,-140,betway,0.6138,0.4167,0.1971,0.4731,0.084,2.64,"{'0.1': 0.63, '0.2': 1.95, '0.25': 2.05, '0.33': 2.31, '0.4': 2.56, '0.5': 2.64, '0.6': 2.73, '0.67': 2.73, '0.75': 2.85, '0.8': 2.85, '0.9': 3.4}",0,2,0.025,global,False,4.0,HIT,1.4,0.1584,0.1971,True,2026-03-23
1028025177,Matas Buzelis,18447860,Houston Rockets @ Chicago Bulls,5,ast,OVER,1.5,105,105,-139,draftkings,0.6286,0.4562,0.1725,0.2887,0.069,2.88,"{'0.1': 1.06, '0.2': 2.15, '0.25': 2.15, '0.33': 2.56, '0.4': 2.88, '0.5': 2.88, '0.6': 2.91, '0.67': 3.12, '0.75': 3.55, '0.8': 4.23, '0.9': 5.31}",0,2,0.025,global,False,1.0,MISS,-1.0,0.1724,0.1724,False,2026-03-23
17896040,Jalen Johnson,18447855,Memphis Grizzlies @ Atlanta Hawks,1,reb,UNDER,10.5,-120,105,-120,betway,0.672,0.5279,0.1441,0.2319,0.07,5.79,"{'0.1': 3.94, '0.2': 4.78, '0.25': 5.18, '0.33': 5.39, '0.4': 5.56, '0.5': 5.79, '0.6': 7.16, '0.67': 7.55, '0.75': 8.42, '0.8': 9.16, '0.9': 9.78}",0,3,0.05,global,False,,NO_ACTION,0.0,,,False,2026-03-23
3547293,Naji Marshall,18447862,Golden State Warriors @ Dallas Mavericks,7,reb,UNDER,5.5,-130,124,-130,fanduel,0.672,0.5587,0.1132,0.1888,0.061,3.19,"{'0.1': 1.2, '0.2': 1.57, '0.25': 1.79, '0.33': 2.32, '0.4': 2.62, '0.5': 3.19, '0.6': 3.45, '0.67': 3.59, '0.75': 3.9, '0.8': 4.03, '0.9': 4.69}",0,2,0.05,global,False,6.0,MISS,-1.0,-0.1133,-0.1133,False,2026-03-23
1028025497,Tristan Da Silva,18447857,Indiana Pacers @ Orlando Magic,22,ast,OVER,1.5,-145,-145,105,betway,0.6375,0.5482,0.0893,0.0772,0.028,2.85,"{'0.1': 1.29, '0.2': 2.14, '0.25': 2.19, '0.33': 2.52, '0.4': 2.85, '0.5': 2.85, '0.6': 3.11, '0.67': 3.69, '0.75': 3.77, '0.8': 4.2, '0.9': 5.03}",0,2,0.025,global,False,5.0,HIT,0.6896551724137931,0.0893,0.0893,False,2026-03-23
378,Kristaps Porzingis,18447862,Golden State Warriors @ Dallas Mavericks,10,ast,OVER,1.5,-137,-137,120,draftkings,0.6002,0.5598,0.0404,0.0384,0.013,1.94,"{'0.1': 0.77, '0.2': 1.6, '0.25': 1.88, '0.33': 1.88, '0.4': 1.88, '0.5': 1.94, '0.6': 2.19, '0.67': 2.48, '0.75': 2.83, '0.8': 2.98, '0.9': 4.11}",0,2,0.025,global,False,5.0,HIT,0.7299270072992701,0.0404,0.0404,False,2026-03-23
4,Bam Adebayo,18447859,San Antonio Spurs @ Miami Heat,16,ast,OVER,2.5,-150,-150,124,betmgm,0.616,0.5734,0.0426,0.0266,0.01,4.11,"{'0.1': 2.1, '0.2': 2.75, '0.25': 3.05, '0.33': 3.25, '0.4': 3.67, '0.5': 4.11, '0.6': 4.26, '0.67': 4.94, '0.75': 5.36, '0.8': 5.54, '0.9': 5.93}",0,3,0.025,global,False,4.0,HIT,0.6666666666666665,0.0437,0.0426,True,2026-03-23
