player_id,player_name,team,opponent,game_id,is_home,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,model_p_over,edge,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
12,Kyle Anderson,MIN,SAS,21707976,False,pts,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,reb,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,ast,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,fg3m,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,tov,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,stl,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,blk,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,stocks,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,pa,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,pr,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707976,False,pra,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,pts,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,reb,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,ast,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,fg3m,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,tov,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,stl,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,blk,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,stocks,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,pa,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,pr,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707976,True,pra,,,,,,,,bench,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,pts,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,reb,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,ast,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,fg3m,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,tov,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,stl,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707976,True,blk,,,,,,,,inactive_risk,fresh,projected,full
