player_id,player_name,game_id,game,team_id,stat,side,line,odds,bet_vendor,model_prob,market_prob,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
3547250,Aaron Nesmith,18447797,Indiana Pacers @ Milwaukee Bucks,12,fg3m,UNDER,1.5,142,fanduel,0.5808,0.3942,0.4055,0.071,0.96,"{'0.1': -0.02, '0.2': 0.2, '0.25': 0.43, '0.33': 0.96, '0.4': 0.96, '0.5': 0.96, '0.6': 0.96, '0.67': 1.29, '0.75': 1.52, '0.8': 1.8, '0.9': 2.26}",0,2,7.0,MISS,-1.0,-0.1866,-0.1866,False,2026-03-15
125,DeMar DeRozan,18447800,Utah Jazz @ Sacramento Kings,26,pts,UNDER,20.5,100,draftkings,0.7028,0.4895,0.4055,0.101,13.24,"{'0.1': 7.51, '0.2': 10.99, '0.25': 11.96, '0.33': 12.06, '0.4': 12.19, '0.5': 13.24, '0.6': 15.0, '0.67': 15.94, '0.75': 16.83, '0.8': 17.2, '0.9': 18.21}",0,2,41.0,MISS,-1.0,-0.2133,-0.2133,False,2026-03-15
56677842,Brice Sensabaugh,18447800,Utah Jazz @ Sacramento Kings,29,pts,UNDER,22.0,-102,betway,0.7028,0.5025,0.3917,0.1,12.53,"{'0.1': 6.91, '0.2': 8.77, '0.25': 9.87, '0.33': 10.46, '0.4': 10.73, '0.5': 12.53, '0.6': 13.07, '0.67': 14.39, '0.75': 15.6, '0.8': 16.1, '0.9': 16.61}",0,2,22.0,PUSH,0.0,-0.2003,-0.2003,False,2026-03-15
472,Russell Westbrook,18447800,Utah Jazz @ Sacramento Kings,26,reb,UNDER,4.5,105,betway,0.6753,0.4484,0.3843,0.091,2.19,"{'0.1': 1.07, '0.2': 1.79, '0.25': 1.79, '0.33': 1.79, '0.4': 1.79, '0.5': 2.19, '0.6': 2.41, '0.67': 2.57, '0.75': 3.06, '0.8': 3.06, '0.9': 4.16}",0,2,,NO_ACTION,0.0,,,False,2026-03-15
214,Jrue Holiday,18447798,Portland Trail Blazers @ Philadelphia 76ers,25,blk,OVER,0.5,290,betmgm,0.3526,0.2386,0.375,0.032,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.01, '0.67': 0.23, '0.75': 0.58, '0.8': 0.8, '0.9': 0.82}",0,3,0.0,MISS,-1.0,0.114,0.114,False,2026-03-15
17895858,Quentin Grimes,18447798,Portland Trail Blazers @ Philadelphia 76ers,23,pts,UNDER,19.5,-105,draftkings,0.7028,0.4852,0.372,0.098,8.79,"{'0.1': 4.31, '0.2': 6.86, '0.25': 7.25, '0.33': 7.25, '0.4': 7.66, '0.5': 8.79, '0.6': 11.29, '0.67': 12.79, '0.75': 15.17, '0.8': 16.3, '0.9': 17.26}",0,2,31.0,MISS,-1.0,-0.2176,-0.2176,False,2026-03-15
3547242,Deni Avdija,18447798,Portland Trail Blazers @ Philadelphia 76ers,25,ast,UNDER,6.5,107,betway,0.6562,0.4746,0.3583,0.084,3.47,"{'0.1': 0.64, '0.2': 1.75, '0.25': 2.09, '0.33': 2.54, '0.4': 2.93, '0.5': 3.47, '0.6': 3.9, '0.67': 4.51, '0.75': 4.98, '0.8': 5.5, '0.9': 6.6}",0,2,9.0,MISS,-1.0,-0.1816,-0.1816,False,2026-03-15
3547249,Precious Achiuwa,18447800,Utah Jazz @ Sacramento Kings,26,reb,UNDER,8.5,100,betparx,0.6764,0.4719,0.3528,0.088,5.52,"{'0.1': 3.42, '0.2': 4.11, '0.25': 4.63, '0.33': 5.15, '0.4': 5.48, '0.5': 5.52, '0.6': 6.2, '0.67': 6.25, '0.75': 6.56, '0.8': 6.56, '0.9': 8.02}",0,2,11.0,MISS,-1.0,-0.2045,-0.2045,False,2026-03-15
38017712,Ryan Rollins,18447797,Indiana Pacers @ Milwaukee Bucks,17,ast,UNDER,6.0,111,fanduel,0.6383,0.5059,0.3467,0.078,4.19,"{'0.1': 1.59, '0.2': 2.57, '0.25': 2.71, '0.33': 2.74, '0.4': 3.13, '0.5': 4.19, '0.6': 4.6, '0.67': 4.85, '0.75': 5.13, '0.8': 5.41, '0.9': 6.49}",0,3,7.0,MISS,-1.0,-0.1324,-0.1324,False,2026-03-15
1028047928,Quinten Post,18447799,Golden State Warriors @ New York Knicks,10,pts,UNDER,10.5,-102,betparx,0.6792,0.4866,0.3451,0.088,3.15,"{'0.1': 0.43, '0.2': 1.28, '0.25': 2.18, '0.33': 2.48, '0.4': 2.82, '0.5': 3.15, '0.6': 4.57, '0.67': 5.41, '0.75': 6.29, '0.8': 7.71, '0.9': 9.72}",0,1,22.0,MISS,-1.0,-0.1926,-0.1926,False,2026-03-15
56677858,Brandin Podziemski,18447799,Golden State Warriors @ New York Knicks,10,blk,OVER,0.5,280,betmgm,0.3515,0.2434,0.3359,0.03,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.21, '0.75': 0.57, '0.8': 0.82, '0.9': 0.86}",0,3,0.0,MISS,-1.0,0.1081,0.1081,False,2026-03-15
1028025362,Isaiah Collier,18447800,Utah Jazz @ Sacramento Kings,29,ast,UNDER,9.5,-111,betway,0.7028,0.5189,0.3359,0.093,3.56,"{'0.1': 1.1, '0.2': 2.19, '0.25': 2.25, '0.33': 2.56, '0.4': 2.79, '0.5': 3.56, '0.6': 4.11, '0.67': 4.62, '0.75': 5.21, '0.8': 5.64, '0.9': 7.03}",0,2,3.0,HIT,0.900900900900901,-0.1839,-0.1839,False,2026-03-15
3547242,Deni Avdija,18447798,Portland Trail Blazers @ Philadelphia 76ers,25,pts,UNDER,22.5,-112,betmgm,0.7028,0.5077,0.3302,0.092,11.69,"{'0.1': 3.93, '0.2': 5.66, '0.25': 6.16, '0.33': 7.69, '0.4': 8.56, '0.5': 11.69, '0.6': 13.16, '0.67': 14.43, '0.75': 15.1, '0.8': 16.03, '0.9': 17.63}",0,2,25.0,MISS,-1.0,-0.1951,-0.1951,False,2026-03-15
472,Russell Westbrook,18447800,Utah Jazz @ Sacramento Kings,26,pts,UNDER,18.5,-112,betmgm,0.7028,0.5021,0.3302,0.092,9.23,"{'0.1': 4.07, '0.2': 5.12, '0.25': 5.63, '0.33': 6.07, '0.4': 7.05, '0.5': 9.23, '0.6': 10.81, '0.67': 11.88, '0.75': 13.17, '0.8': 14.02, '0.9': 15.91}",0,2,,NO_ACTION,0.0,,,False,2026-03-15
1057395872,Will Richard,18447799,Golden State Warriors @ New York Knicks,10,pts,UNDER,9.5,102,betrivers,0.6581,0.4677,0.3293,0.081,6.13,"{'0.1': -0.09, '0.2': 0.9, '0.25': 1.95, '0.33': 3.17, '0.4': 4.38, '0.5': 6.13, '0.6': 6.13, '0.67': 6.13, '0.75': 6.43, '0.8': 6.43, '0.9': 9.67}",0,1,5.0,HIT,1.02,-0.1904,-0.1904,False,2026-03-15
1057390745,Maxime Raynaud,18447800,Utah Jazz @ Sacramento Kings,26,reb,UNDER,8.5,110,draftkings,0.6327,0.4525,0.3287,0.075,6.65,"{'0.1': 4.56, '0.2': 5.54, '0.25': 5.55, '0.33': 6.02, '0.4': 6.16, '0.5': 6.65, '0.6': 6.65, '0.67': 6.83, '0.75': 6.85, '0.8': 7.3, '0.9': 10.06}",0,2,12.0,MISS,-1.0,-0.1802,-0.1802,False,2026-03-15
387,Julius Randle,18447794,Minnesota Timberwolves @ Oklahoma City Thunder,18,blk,OVER,0.5,275,betway,0.3522,0.25,0.3207,0.029,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.02, '0.67': 0.11, '0.75': 0.61, '0.8': 0.82, '0.9': 0.85}",0,3,1.0,HIT,2.75,0.1022,0.1022,False,2026-03-15
1028214238,Justin Edwards,18447798,Portland Trail Blazers @ Philadelphia 76ers,23,pts,UNDER,11.5,-114,draftkings,0.7028,0.5042,0.3192,0.091,4.95,"{'0.1': 0.52, '0.2': 2.04, '0.25': 2.23, '0.33': 2.32, '0.4': 3.38, '0.5': 4.95, '0.6': 6.18, '0.67': 6.53, '0.75': 7.66, '0.8': 8.64, '0.9': 10.0}",0,1,21.0,MISS,-1.0,-0.1986,-0.1986,False,2026-03-15
1028047928,Quinten Post,18447799,Golden State Warriors @ New York Knicks,10,reb,UNDER,5.5,-114,betway,0.7028,0.5339,0.3192,0.091,2.79,"{'0.1': 0.35, '0.2': 0.99, '0.25': 1.17, '0.33': 1.72, '0.4': 2.49, '0.5': 2.79, '0.6': 3.84, '0.67': 3.84, '0.75': 4.18, '0.8': 4.33, '0.9': 4.69}",0,1,3.0,HIT,0.8771929824561404,-0.1689,-0.1689,False,2026-03-15
17896078,Aaron Wiggins,18447794,Minnesota Timberwolves @ Oklahoma City Thunder,21,blk,OVER,0.5,250,betway,0.3768,0.2632,0.3189,0.032,0.02,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.02, '0.6': 0.12, '0.67': 0.58, '0.75': 0.75, '0.8': 1.04, '0.9': 1.43}",0,2,0.0,MISS,-1.0,0.1136,0.1136,False,2026-03-15
89,Alex Caruso,18447794,Minnesota Timberwolves @ Oklahoma City Thunder,21,stl,UNDER,0.5,165,betway,0.4967,0.3498,0.3162,0.048,0.2,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.06, '0.5': 0.2, '0.6': 0.55, '0.67': 0.55, '0.75': 0.92, '0.8': 1.07, '0.9': 1.4}",0,1,3.0,MISS,-1.0,-0.1469,-0.1469,False,2026-03-15
1028029111,Ja'Kobe Walter,18447796,Detroit Pistons @ Toronto Raptors,28,stl,UNDER,0.5,145,betway,0.5366,0.376,0.3147,0.054,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.16, '0.67': 0.56, '0.75': 1.04, '0.8': 1.35, '0.9': 1.77}",0,1,2.0,MISS,-1.0,-0.1606,-0.1606,False,2026-03-15
15,Giannis Antetokounmpo,18447797,Indiana Pacers @ Milwaukee Bucks,17,pts,UNDER,29.5,-115,draftkings,0.7028,0.5108,0.3138,0.09,10.33,"{'0.1': 8.39, '0.2': 9.64, '0.25': 10.12, '0.33': 10.12, '0.4': 10.12, '0.5': 10.33, '0.6': 11.25, '0.67': 12.39, '0.75': 14.59, '0.8': 16.37, '0.9': 19.07}",0,2,31.0,MISS,-1.0,-0.192,-0.192,False,2026-03-15
1028025344,Donovan Clingan,18447798,Portland Trail Blazers @ Philadelphia 76ers,25,reb,UNDER,11.5,100,draftkings,0.6544,0.4764,0.3088,0.077,6.12,"{'0.1': 3.27, '0.2': 4.03, '0.25': 4.31, '0.33': 4.78, '0.4': 5.26, '0.5': 6.12, '0.6': 6.81, '0.67': 7.67, '0.75': 8.96, '0.8': 9.4, '0.9': 11.81}",0,2,15.0,MISS,-1.0,-0.178,-0.178,False,2026-03-15
1028214238,Justin Edwards,18447798,Portland Trail Blazers @ Philadelphia 76ers,23,stl,UNDER,1.5,115,betway,0.6086,0.4305,0.3085,0.067,0.73,"{'0.1': 0.0, '0.2': 0.02, '0.25': 0.06, '0.33': 0.48, '0.4': 0.71, '0.5': 0.73, '0.6': 0.96, '0.67': 1.03, '0.75': 1.31, '0.8': 1.52, '0.9': 2.1}",0,1,2.0,MISS,-1.0,-0.1781,-0.1781,False,2026-03-15
56677833,Cason Wallace,18447794,Minnesota Timberwolves @ Oklahoma City Thunder,21,reb,OVER,3.0,142,fanduel,0.5368,0.4762,0.299,0.053,4.51,"{'0.1': 1.93, '0.2': 2.96, '0.25': 3.37, '0.33': 3.98, '0.4': 4.26, '0.5': 4.51, '0.6': 4.87, '0.67': 4.87, '0.75': 5.37, '0.8': 5.89, '0.9': 6.7}",0,3,6.0,HIT,1.42,0.0606,0.0606,False,2026-03-15
1028037477,Ajay Mitchell,18447794,Minnesota Timberwolves @ Oklahoma City Thunder,21,blk,OVER,0.5,275,betway,0.3459,0.2458,0.2973,0.027,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.12, '0.75': 0.49, '0.8': 0.83, '0.9': 1.04}",0,2,0.0,MISS,-1.0,0.1001,0.1001,False,2026-03-15
322,Donovan Mitchell,18447795,Dallas Mavericks @ Cleveland Cavaliers,6,blk,OVER,0.5,250,betway,0.3696,0.2687,0.2935,0.029,0.03,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.03, '0.6': 0.25, '0.67': 0.43, '0.75': 0.99, '0.8': 1.01, '0.9': 1.13}",0,3,0.0,MISS,-1.0,0.1009,0.1009,False,2026-03-15
373,Jakob Poeltl,18447796,Detroit Pistons @ Toronto Raptors,28,reb,UNDER,7.5,112,betmgm,0.608,0.4592,0.2889,0.064,4.79,"{'0.1': 2.92, '0.2': 3.44, '0.25': 3.51, '0.33': 4.13, '0.4': 4.79, '0.5': 4.79, '0.6': 5.24, '0.67': 5.24, '0.75': 6.25, '0.8': 7.64, '0.9': 8.74}",0,2,18.0,MISS,-1.0,-0.1488,-0.1488,False,2026-03-15
1028037477,Ajay Mitchell,18447794,Minnesota Timberwolves @ Oklahoma City Thunder,21,stl,UNDER,0.5,175,betway,0.4681,0.3349,0.2872,0.041,0.38,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.03, '0.33': 0.14, '0.4': 0.22, '0.5': 0.38, '0.6': 0.74, '0.67': 0.74, '0.75': 1.08, '0.8': 1.17, '0.9': 1.89}",0,2,2.0,MISS,-1.0,-0.1332,-0.1332,False,2026-03-15
38017507,Andrew Nembhard,18447797,Indiana Pacers @ Milwaukee Bucks,12,ast,UNDER,7.5,-120,fanduel,0.7014,0.5363,0.286,0.086,4.63,"{'0.1': 1.6, '0.2': 2.51, '0.25': 2.69, '0.33': 3.32, '0.4': 3.57, '0.5': 4.63, '0.6': 4.68, '0.67': 5.15, '0.75': 5.72, '0.8': 5.72, '0.9': 6.67}",0,2,,NO_ACTION,0.0,,,False,2026-03-15
1028214238,Justin Edwards,18447798,Portland Trail Blazers @ Philadelphia 76ers,23,reb,UNDER,3.5,-114,draftkings,0.6838,0.5244,0.2837,0.081,1.06,"{'0.1': 0.25, '0.2': 0.63, '0.25': 0.63, '0.33': 0.63, '0.4': 0.63, '0.5': 1.06, '0.6': 1.46, '0.67': 1.53, '0.75': 2.4, '0.8': 2.64, '0.9': 3.22}",0,1,2.0,HIT,0.8771929824561404,-0.1594,-0.1594,False,2026-03-15
1057395872,Will Richard,18447799,Golden State Warriors @ New York Knicks,10,blk,OVER,0.5,320,betway,0.3053,0.2222,0.2823,0.022,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.01, '0.75': 0.03, '0.8': 0.19, '0.9': 0.57}",0,1,0.0,MISS,-1.0,0.0831,0.0831,False,2026-03-15
17896076,Evan Mobley,18447795,Dallas Mavericks @ Cleveland Cavaliers,6,pts,UNDER,19.5,-115,fanduel,0.6825,0.5169,0.2759,0.079,11.89,"{'0.1': 6.84, '0.2': 7.6, '0.25': 8.01, '0.33': 8.66, '0.4': 9.45, '0.5': 11.89, '0.6': 12.06, '0.67': 12.06, '0.75': 13.47, '0.8': 13.59, '0.9': 17.64}",0,2,18.0,HIT,0.8695652173913042,-0.1656,-0.1656,False,2026-03-15
3547293,Naji Marshall,18447795,Dallas Mavericks @ Cleveland Cavaliers,7,stl,UNDER,0.5,125,betway,0.5645,0.4088,0.2701,0.054,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.1, '0.67': 0.24, '0.75': 0.74, '0.8': 0.82, '0.9': 0.89}",0,2,1.0,MISS,-1.0,-0.1557,-0.1557,False,2026-03-15
73,Jalen Brunson,18447799,Golden State Warriors @ New York Knicks,20,ast,UNDER,7.5,100,draftkings,0.6332,0.4928,0.2664,0.067,5.33,"{'0.1': 1.8, '0.2': 2.62, '0.25': 2.88, '0.33': 3.77, '0.4': 4.36, '0.5': 5.33, '0.6': 5.58, '0.67': 6.16, '0.75': 6.94, '0.8': 6.96, '0.9': 8.18}",0,3,9.0,MISS,-1.0,-0.1404,-0.1404,False,2026-03-15
192,James Harden,18447795,Dallas Mavericks @ Cleveland Cavaliers,6,blk,OVER,0.5,210,betmgm,0.4082,0.3008,0.2654,0.032,0.25,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.01, '0.5': 0.25, '0.6': 0.63, '0.67': 1.01, '0.75': 1.28, '0.8': 1.32, '0.9': 1.6}",0,3,0.0,MISS,-1.0,0.1074,0.1074,False,2026-03-15
