player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,is_sparse,actual,result,profit,clv,clv_proxy,clv_is_true,grade_date
3547239,LaMelo Ball,18447881,New York Knicks @ Charlotte Hornets,4,pts,OVER,20.5,-105,-105,-122,betrivers,0.6024,0.4824,0.12,0.1762,0.046,14.32,"{'0.1': 8.79, '0.2': 11.34, '0.25': 11.56, '0.33': 11.56, '0.4': 12.66, '0.5': 14.32, '0.6': 16.22, '0.67': 17.47, '0.75': 17.47, '0.8': 17.47, '0.9': 20.33}",0,2,0.025,pts_OVER,False,22.0,HIT,0.9523809523809523,0.1227,0.12,True,2026-03-26
38017694,Jalen Duren,18447882,New Orleans Pelicans @ Detroit Pistons,9,pts,OVER,22.5,-125,-125,102,betmgm,0.6038,0.5288,0.075,0.0868,0.027,15.53,"{'0.1': 9.76, '0.2': 13.39, '0.25': 13.39, '0.33': 14.4, '0.4': 15.37, '0.5': 15.53, '0.6': 16.31, '0.67': 16.31, '0.75': 17.01, '0.8': 17.06, '0.9': 21.72}",0,2,0.025,pts_OVER,False,30.0,HIT,0.8,0.075,0.075,False,2026-03-26
