player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
17895983,Ayo Dosunmu,18447970,Minnesota Timberwolves @ Indiana Pacers,18,reb,OVER,4.5,114,114,100,draftkings,0.7373,0.8638,0.7373,global_side,0.4831,0.2542,0.5778,0.076,6.38,"{'0.1': 4.12, '0.2': 5.17, '0.25': 5.17, '0.33': 5.51, '0.4': 5.89, '0.5': 6.38, '0.6': 6.9, '0.67': 7.08, '0.75': 7.54, '0.8': 7.84, '0.9': 8.49}",0,3,0.025,global,True,False,5.0,HIT,1.1399999999999997,0.2542,0.2542,False,2026-04-07
666423,RJ Barrett,18447969,Miami Heat @ Toronto Raptors,28,reb,UNDER,5.5,118,-136,118,betrivers,0.7201,0.9103,0.7201,global_side,0.4432,0.2769,0.5698,0.072,3.39,"{'0.1': 1.92, '0.2': 2.34, '0.25': 2.63, '0.33': 2.91, '0.4': 3.21, '0.5': 3.39, '0.6': 4.0, '0.67': 4.0, '0.75': 4.41, '0.8': 4.6, '0.9': 5.42}",0,2,0.025,global,True,False,8.0,MISS,-1.0,-0.2769,-0.2769,False,2026-04-07
666956,Coby White,18447967,Charlotte Hornets @ Boston Celtics,4,reb,OVER,2.5,120,120,-165,betway,0.7128,0.8438,0.7128,global_side,0.422,0.2908,0.5681,0.071,3.99,"{'0.1': 2.18, '0.2': 2.75, '0.25': 2.93, '0.33': 3.28, '0.4': 3.35, '0.5': 3.99, '0.6': 4.04, '0.67': 4.28, '0.75': 4.89, '0.8': 5.04, '0.9': 6.08}",0,1,0.025,global,True,False,,NO_ACTION,0.0,,,False,2026-04-07
38017715,Josh Minott,18447968,Milwaukee Bucks @ Brooklyn Nets,3,reb,UNDER,4.5,-106,105,-106,betway,0.7723,0.9463,0.7723,global_side,0.5133,0.259,0.5009,0.08,3.39,"{'0.1': 2.06, '0.2': 2.35, '0.25': 2.86, '0.33': 2.99, '0.4': 3.17, '0.5': 3.39, '0.6': 3.92, '0.67': 3.92, '0.75': 3.92, '0.8': 3.92, '0.9': 4.32}",0,2,0.025,global,True,False,,NO_ACTION,0.0,,,False,2026-04-07
488,Guerschon Yabusele,18447966,Chicago Bulls @ Washington Wizards,5,fg3m,UNDER,1.5,150,-170,150,caesars,0.5839,0.7516,0.5839,global_side,0.3885,0.1954,0.4597,0.046,0.93,"{'0.1': 0.29, '0.2': 0.31, '0.25': 0.31, '0.33': 0.74, '0.4': 0.92, '0.5': 0.93, '0.6': 1.06, '0.67': 1.36, '0.75': 1.49, '0.8': 1.67, '0.9': 2.27}",0,1,0.025,global,True,False,1.0,HIT,1.5,-0.1954,-0.1954,False,2026-04-07
413,Collin Sexton,18447966,Chicago Bulls @ Washington Wizards,5,ast,UNDER,3.5,128,-145,128,betway,0.6367,0.8251,0.6367,global_side,0.4256,0.2111,0.4518,0.053,2.21,"{'0.1': 0.93, '0.2': 1.4, '0.25': 1.44, '0.33': 1.66, '0.4': 1.93, '0.5': 2.21, '0.6': 2.55, '0.67': 2.66, '0.75': 3.24, '0.8': 3.36, '0.9': 3.92}",0,2,0.025,global,True,False,7.0,MISS,-1.0,-0.2111,-0.2111,False,2026-04-07
3547274,Tre Jones,18447966,Chicago Bulls @ Washington Wizards,5,pts,UNDER,18.5,-102,-115,-102,draftkings,0.7214,0.9114,0.7214,global_side,0.4856,0.2358,0.4287,0.066,12.59,"{'0.1': 6.5, '0.2': 8.9, '0.25': 9.46, '0.33': 10.61, '0.4': 11.6, '0.5': 12.59, '0.6': 13.21, '0.67': 14.31, '0.75': 14.94, '0.8': 16.06, '0.9': 18.25}",0,2,0.025,global,True,False,20.0,MISS,-1.0,-0.2358,-0.2358,False,2026-04-07
56677782,Leonard Miller,18447966,Chicago Bulls @ Washington Wizards,5,reb,UNDER,8.5,102,-125,102,betway,0.7002,0.8933,0.7002,global_side,0.4712,0.229,0.4145,0.061,5.98,"{'0.1': 3.65, '0.2': 4.56, '0.25': 4.75, '0.33': 5.29, '0.4': 5.47, '0.5': 5.98, '0.6': 6.59, '0.67': 6.69, '0.75': 7.29, '0.8': 7.56, '0.9': 8.57}",0,2,0.025,global,True,False,8.0,HIT,1.02,-0.229,-0.229,False,2026-04-07
17553994,Davion Mitchell,18447969,Miami Heat @ Toronto Raptors,16,ast,UNDER,5.5,100,-125,100,draftkings,0.6986,0.8918,0.6986,global_side,0.4737,0.2249,0.3973,0.06,3.68,"{'0.1': 2.28, '0.2': 2.67, '0.25': 2.82, '0.33': 3.16, '0.4': 3.51, '0.5': 3.68, '0.6': 3.9, '0.67': 4.23, '0.75': 4.8, '0.8': 4.84, '0.9': 5.56}",0,2,0.025,global,True,False,6.0,MISS,-1.0,-0.2249,-0.2249,False,2026-04-07
24489167,Brandon Williams,18447974,Dallas Mavericks @ LA Clippers,7,stl,OVER,0.5,-130,-130,-105,betway,0.7859,0.9,0.7859,global_side,0.5246,0.2613,0.3905,0.076,1.13,"{'0.1': 0.5, '0.2': 0.5, '0.25': 0.5, '0.33': 0.57, '0.4': 0.58, '0.5': 1.13, '0.6': 1.26, '0.67': 1.26, '0.75': 1.4, '0.8': 1.87, '0.9': 2.13}",0,1,0.025,global,True,True,,NO_ACTION,0.0,,,False,2026-04-07
