player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
666969,Zion Williamson,18447971,Utah Jazz @ New Orleans Pelicans,19,pts,UNDER,22.5,-106,-110,-106,betmgm,0.7153,0.9063,0.7153,global_side,0.4955,0.2197,0.3901,0.062,17.13,"{'0.1': 11.66, '0.2': 14.21, '0.25': 14.21, '0.33': 14.81, '0.4': 16.09, '0.5': 17.13, '0.6': 18.31, '0.67': 19.07, '0.75': 20.35, '0.8': 20.68, '0.9': 22.39}",0,2,0.025,global,True,False,,NO_ACTION,0.0,,,False,2026-04-07
666609,Rui Hachimura,18447973,Oklahoma City Thunder @ Los Angeles Lakers,14,fg3m,UNDER,1.5,148,-185,148,betmgm,0.5549,0.705,0.5549,global_side,0.3832,0.1717,0.3762,0.038,1.15,"{'0.1': 0.43, '0.2': 0.43, '0.25': 0.44, '0.33': 0.47, '0.4': 0.63, '0.5': 1.15, '0.6': 1.17, '0.67': 1.37, '0.75': 1.66, '0.8': 1.71, '0.9': 2.3}",0,2,0.025,global,True,False,1.0,HIT,1.48,-0.1717,-0.1717,False,2026-04-07
473,Derrick White,18447967,Charlotte Hornets @ Boston Celtics,2,ast,UNDER,4.5,-102,-115,-102,betway,0.6861,0.8799,0.6861,global_side,0.4856,0.2005,0.3587,0.055,2.94,"{'0.1': 1.61, '0.2': 1.96, '0.25': 2.22, '0.33': 2.47, '0.4': 2.65, '0.5': 2.94, '0.6': 3.22, '0.67': 3.56, '0.75': 3.87, '0.8': 4.06, '0.9': 4.61}",0,3,0.025,global,True,False,3.0,HIT,0.9803921568627452,-0.2005,-0.2005,False,2026-04-07
17896063,Jericho Sims,18447968,Milwaukee Bucks @ Brooklyn Nets,17,ast,UNDER,2.5,-105,-130,-105,betway,0.6862,0.8801,0.6862,global_side,0.4754,0.2108,0.3398,0.054,1.43,"{'0.1': 0.62, '0.2': 0.63, '0.25': 0.66, '0.33': 1.24, '0.4': 1.34, '0.5': 1.43, '0.6': 1.57, '0.67': 1.87, '0.75': 2.02, '0.8': 2.07, '0.9': 2.61}",0,1,0.025,global,True,False,6.0,MISS,-1.0,-0.2108,-0.2108,False,2026-04-07
17553967,Neemias Queta,18447967,Charlotte Hornets @ Boston Celtics,2,reb,UNDER,7.5,115,-136,115,draftkings,0.6211,0.8049,0.6211,global_side,0.4466,0.1745,0.3353,0.044,6.29,"{'0.1': 4.13, '0.2': 4.62, '0.25': 4.74, '0.33': 5.65, '0.4': 5.82, '0.5': 6.29, '0.6': 6.96, '0.67': 7.14, '0.75': 7.14, '0.8': 7.42, '0.9': 9.08}",0,2,0.025,global,True,False,5.0,HIT,1.15,-0.1745,-0.1745,False,2026-04-07
254,Luke Kennard,18447973,Oklahoma City Thunder @ Los Angeles Lakers,14,reb,UNDER,4.5,-120,100,-120,betparx,0.7228,0.9125,0.7228,global_side,0.5217,0.2011,0.3252,0.059,2.69,"{'0.1': 1.32, '0.2': 1.72, '0.25': 1.72, '0.33': 2.21, '0.4': 2.31, '0.5': 2.69, '0.6': 3.03, '0.67': 3.03, '0.75': 3.45, '0.8': 3.61, '0.9': 4.4}",0,2,0.025,global,True,False,2.0,HIT,0.8333333333333335,-0.2011,-0.2011,False,2026-04-07
666609,Rui Hachimura,18447973,Oklahoma City Thunder @ Los Angeles Lakers,14,reb,UNDER,3.5,128,-160,128,betmgm,0.576,0.7393,0.576,global_side,0.4161,0.1598,0.3132,0.037,2.85,"{'0.1': 1.63, '0.2': 1.79, '0.25': 1.93, '0.33': 2.27, '0.4': 2.4, '0.5': 2.85, '0.6': 3.09, '0.67': 3.09, '0.75': 3.56, '0.8': 3.78, '0.9': 4.36}",0,2,0.025,global,True,False,5.0,MISS,-1.0,-0.1599,-0.1599,False,2026-04-07
1028035794,Kyle Filipowski,18447971,Utah Jazz @ New Orleans Pelicans,29,reb,UNDER,9.5,-105,-121,-105,betrivers,0.668,0.8613,0.668,global_side,0.4833,0.1846,0.3041,0.048,7.15,"{'0.1': 4.85, '0.2': 5.81, '0.25': 5.94, '0.33': 6.64, '0.4': 6.64, '0.5': 7.15, '0.6': 7.89, '0.67': 8.36, '0.75': 8.89, '0.8': 9.07, '0.9': 9.77}",0,2,0.025,global,True,False,6.0,HIT,0.9523809523809523,-0.1847,-0.1847,False,2026-04-07
666423,RJ Barrett,18447969,Miami Heat @ Toronto Raptors,28,pts,UNDER,21.5,-105,100,-105,fanduel,0.6619,0.8547,0.6619,global_side,0.506,0.1558,0.2922,0.046,16.32,"{'0.1': 10.14, '0.2': 12.83, '0.25': 13.17, '0.33': 14.11, '0.4': 15.19, '0.5': 16.32, '0.6': 17.81, '0.67': 18.93, '0.75': 19.72, '0.8': 19.74, '0.9': 22.96}",0,2,0.025,global,True,False,16.0,HIT,0.9523809523809523,-0.1559,-0.1559,False,2026-04-07
1057390745,Maxime Raynaud,18447972,Sacramento Kings @ Golden State Warriors,26,reb,UNDER,9.0,114,112,114,betparx,0.5875,0.7571,0.5875,global_side,0.4977,0.0898,0.2572,0.034,8.29,"{'0.1': 5.53, '0.2': 6.66, '0.25': 6.81, '0.33': 7.1, '0.4': 7.93, '0.5': 8.29, '0.6': 8.63, '0.67': 8.87, '0.75': 8.94, '0.8': 9.37, '0.9': 10.66}",0,3,0.025,global,True,False,7.0,HIT,1.1399999999999997,-0.0898,-0.0898,False,2026-04-07
201,Isaiah Hartenstein,18447973,Oklahoma City Thunder @ Los Angeles Lakers,21,stl,OVER,0.5,-170,-170,120,betway,0.7859,0.9,0.7859,global_side,0.5807,0.2052,0.2482,0.063,1.27,"{'0.1': 0.54, '0.2': 0.54, '0.25': 0.54, '0.33': 0.6, '0.4': 0.95, '0.5': 1.27, '0.6': 1.27, '0.67': 1.28, '0.75': 1.68, '0.8': 1.85, '0.9': 2.03}",0,1,0.025,global,True,True,1.0,HIT,0.5882352941176472,0.2052,0.2052,False,2026-04-07
17896062,Alperen Sengun,18447975,Houston Rockets @ Phoenix Suns,11,reb,UNDER,8.5,-103,-118,-103,fanduel,0.6215,0.8055,0.6215,global_side,0.4838,0.1377,0.2249,0.035,6.49,"{'0.1': 4.02, '0.2': 4.66, '0.25': 5.23, '0.33': 5.36, '0.4': 5.71, '0.5': 6.49, '0.6': 7.15, '0.67': 7.38, '0.75': 7.7, '0.8': 8.43, '0.9': 9.68}",0,3,0.025,global,True,False,14.0,MISS,-1.0,-0.1377,-0.1377,False,2026-04-07
475,Andrew Wiggins,18447969,Miami Heat @ Toronto Raptors,16,pts,UNDER,13.5,100,-110,100,betway,0.6116,0.792,0.6116,global_side,0.4884,0.1232,0.2232,0.033,10.22,"{'0.1': 5.53, '0.2': 6.85, '0.25': 7.49, '0.33': 8.29, '0.4': 9.14, '0.5': 10.22, '0.6': 11.89, '0.67': 12.64, '0.75': 13.29, '0.8': 13.54, '0.9': 15.48}",0,2,0.025,global,True,False,24.0,MISS,-1.0,-0.1232,-0.1232,False,2026-04-07
1028027567,Yves Missi,18447971,Utah Jazz @ New Orleans Pelicans,19,reb,UNDER,7.5,112,-128,112,fanduel,0.5711,0.7315,0.5711,global_side,0.4566,0.1145,0.2106,0.028,6.23,"{'0.1': 3.76, '0.2': 4.84, '0.25': 4.88, '0.33': 5.44, '0.4': 5.83, '0.5': 6.23, '0.6': 6.89, '0.67': 7.3, '0.75': 7.56, '0.8': 8.31, '0.9': 9.26}",0,2,0.025,global,True,False,,NO_ACTION,0.0,,,False,2026-04-07
3547239,LaMelo Ball,18447967,Charlotte Hornets @ Boston Celtics,4,pts,UNDER,20.5,-107,-105,-107,betway,0.6257,0.8111,0.6257,global_side,0.5023,0.1235,0.2105,0.034,17.23,"{'0.1': 11.06, '0.2': 13.01, '0.25': 14.41, '0.33': 15.44, '0.4': 16.35, '0.5': 17.23, '0.6': 18.44, '0.67': 19.42, '0.75': 19.43, '0.8': 20.2, '0.9': 22.91}",0,2,0.025,global,True,False,36.0,MISS,-1.0,-0.1234,-0.1234,False,2026-04-07
