player_id,player_name,game_id,game,team_id,stat,side,line,odds,bet_vendor,model_prob,market_prob,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,actual,result,profit,clv_proxy,grade_date
1028029291,Cody Williams,18447752,Golden State Warriors @ Utah Jazz,29,blk,UNDER,0.5,-150,betmgm,0.6373,0.5633,0.0621,0.023,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.12, '0.67': 0.83, '0.75': 1.09, '0.8': 1.09, '0.9': 1.37}",0,2,1.0,MISS,-1.0,-0.074,2026-03-09
56677842,Brice Sensabaugh,18447752,Golden State Warriors @ Utah Jazz,29,reb,UNDER,2.5,105,betway,0.516,0.4484,0.0578,0.014,2.34,"{'0.1': 1.0, '0.2': 1.23, '0.25': 1.85, '0.33': 1.99, '0.4': 2.34, '0.5': 2.34, '0.6': 3.36, '0.67': 3.36, '0.75': 3.73, '0.8': 4.23, '0.9': 5.64}",0,2,2.0,HIT,1.0499999999999998,-0.0676,2026-03-09
1028034846,Adem Bona,18447749,Philadelphia 76ers @ Cleveland Cavaliers,23,pts,OVER,7.5,100,draftkings,0.5285,0.4764,0.057,0.014,7.98,"{'0.1': 1.51, '0.2': 3.05, '0.25': 3.56, '0.33': 4.92, '0.4': 6.3, '0.5': 7.98, '0.6': 8.2, '0.67': 9.06, '0.75': 9.06, '0.8': 10.7, '0.9': 11.67}",0,1,8.0,HIT,1.0,0.0521,2026-03-09
666581,Darius Garland,18447753,New York Knicks @ LA Clippers,13,blk,UNDER,0.5,-1400,betmgm,0.9866,0.8673,0.057,0.2,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.0, '0.75': 0.02, '0.8': 0.14, '0.9': 0.33}",0,2,0.0,HIT,0.0714285714285714,-0.1193,2026-03-09
1028028993,Jaylon Tyson,18447749,Philadelphia 76ers @ Cleveland Cavaliers,6,fg3m,UNDER,1.5,135,betmgm,0.4489,0.4118,0.055,0.01,2.0,"{'0.1': 0.0, '0.2': 0.59, '0.25': 0.97, '0.33': 1.02, '0.4': 1.02, '0.5': 2.0, '0.6': 2.13, '0.67': 2.38, '0.75': 3.0, '0.8': 3.29, '0.9': 4.13}",0,2,3.0,MISS,-1.0,-0.0371,2026-03-09
335,Jamal Murray,18447751,Denver Nuggets @ Oklahoma City Thunder,8,reb,OVER,4.0,115,betway,0.4905,0.5147,0.0546,0.012,3.94,"{'0.1': 1.42, '0.2': 2.31, '0.25': 2.32, '0.33': 2.93, '0.4': 3.68, '0.5': 3.94, '0.6': 4.54, '0.67': 4.62, '0.75': 5.48, '0.8': 6.19, '0.9': 7.3}",0,3,8.0,HIT,1.15,-0.0242,2026-03-09
192,James Harden,18447749,Philadelphia 76ers @ Cleveland Cavaliers,6,reb,OVER,4.5,-115,betway,0.5636,0.5406,0.0537,0.015,4.73,"{'0.1': 2.38, '0.2': 3.11, '0.25': 3.51, '0.33': 4.17, '0.4': 4.37, '0.5': 4.73, '0.6': 5.65, '0.67': 6.05, '0.75': 6.05, '0.8': 6.84, '0.9': 8.28}",0,3,5.0,HIT,0.8695652173913042,0.023,2026-03-09
69,Bruce Brown,18447751,Denver Nuggets @ Oklahoma City Thunder,8,reb,UNDER,3.5,122,draftkings,0.4746,0.4269,0.0535,0.011,3.75,"{'0.1': 1.07, '0.2': 1.83, '0.25': 1.98, '0.33': 2.51, '0.4': 2.76, '0.5': 3.75, '0.6': 3.75, '0.67': 3.97, '0.75': 4.35, '0.8': 4.55, '0.9': 6.05}",0,2,3.0,HIT,1.2199999999999998,-0.0477,2026-03-09
192,James Harden,18447749,Philadelphia 76ers @ Cleveland Cavaliers,6,ast,UNDER,8.5,-138,fanduel,0.6103,0.5583,0.0525,0.018,7.57,"{'0.1': 3.87, '0.2': 5.33, '0.25': 5.68, '0.33': 6.35, '0.4': 6.71, '0.5': 7.57, '0.6': 8.4, '0.67': 9.05, '0.75': 10.02, '0.8': 10.39, '0.9': 11.03}",0,3,5.0,HIT,0.7246376811594204,-0.052,2026-03-09
38017711,Jabari Walker,18447749,Philadelphia 76ers @ Cleveland Cavaliers,23,blk,UNDER,0.5,-400,betway,0.8416,0.7368,0.052,0.052,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.05, '0.75': 0.05, '0.8': 0.19, '0.9': 0.93}",0,0,0.0,HIT,0.25,-0.1048,2026-03-09
