player_id,player_name,game_id,game,team_id,stat,side,line,odds,bet_vendor,model_prob,market_prob,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
472,Russell Westbrook,18447793,Sacramento Kings @ LA Clippers,26,blk,OVER,0.5,550,betmgm,0.3547,0.1429,1.3059,0.059,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.04, '0.67': 0.07, '0.75': 0.7, '0.8': 0.88, '0.9': 0.99}",0,2,0.0,MISS,-1.0,0.2118,0.2118,False,2026-03-14
666581,Darius Garland,18447793,Sacramento Kings @ LA Clippers,13,blk,OVER,0.5,525,betmgm,0.3053,0.1486,0.9079,0.043,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.02, '0.67': 0.02, '0.75': 0.02, '0.8': 0.02, '0.9': 0.61}",0,2,0.0,MISS,-1.0,0.1567,0.1567,False,2026-03-14
139,Kris Dunn,18447793,Sacramento Kings @ LA Clippers,13,blk,OVER,0.5,425,betmgm,0.3517,0.1765,0.8465,0.05,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.02, '0.67': 0.13, '0.75': 0.59, '0.8': 0.82, '0.9': 1.07}",0,2,0.0,MISS,-1.0,0.1752,0.1752,False,2026-03-14
1028025235,Carlton Carrington,18447789,Washington Wizards @ Boston Celtics,30,blk,OVER,0.5,425,betway,0.3377,0.1765,0.7731,0.045,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.02, '0.67': 0.1, '0.75': 0.44, '0.8': 0.55, '0.9': 0.71}",0,2,1.0,HIT,4.25,0.1612,0.1612,False,2026-03-14
177,Aaron Gordon,18447792,Denver Nuggets @ Los Angeles Lakers,8,blk,OVER,0.5,400,betmgm,0.3508,0.1861,0.7539,0.047,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.01, '0.67': 0.04, '0.75': 0.59, '0.8': 0.76, '0.9': 0.93}",0,2,2.0,HIT,4.0,0.1647,0.1647,False,2026-03-14
3547276,Payton Pritchard,18447789,Washington Wizards @ Boston Celtics,2,blk,OVER,0.5,475,betway,0.3016,0.1606,0.7343,0.039,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.02, '0.75': 0.11, '0.8': 0.11, '0.9': 0.53}",0,3,1.0,HIT,4.75,0.141,0.141,False,2026-03-14
69,Bruce Brown,18447792,Denver Nuggets @ Los Angeles Lakers,8,blk,OVER,0.5,425,betway,0.3183,0.1765,0.6711,0.039,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.03, '0.75': 0.04, '0.8': 0.23, '0.9': 0.94}",0,2,1.0,HIT,4.25,0.1418,0.1418,False,2026-03-14
191,Tim Hardaway Jr.,18447792,Denver Nuggets @ Los Angeles Lakers,8,blk,OVER,0.5,450,betway,0.3025,0.1681,0.664,0.037,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.01, '0.67': 0.03, '0.75': 0.09, '0.8': 0.09, '0.9': 0.55}",0,2,0.0,MISS,-1.0,0.1344,0.1344,False,2026-03-14
1057262985,Tre Johnson,18447789,Washington Wizards @ Boston Celtics,30,blk,OVER,0.5,360,betmgm,0.3579,0.2024,0.6463,0.045,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.05, '0.67': 0.24, '0.75': 0.7, '0.8': 0.85, '0.9': 0.85}",0,1,0.0,MISS,-1.0,0.1555,0.1555,False,2026-03-14
462,Moritz Wagner,18447790,Orlando Magic @ Miami Heat,22,blk,OVER,0.5,425,betway,0.3112,0.1765,0.6337,0.037,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.0, '0.75': 0.04, '0.8': 0.04, '0.9': 0.79}",0,0,0.0,MISS,-1.0,0.1347,0.1347,False,2026-03-14
254,Luke Kennard,18447792,Denver Nuggets @ Los Angeles Lakers,14,blk,OVER,0.5,425,betway,0.2974,0.1765,0.5612,0.033,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.03, '0.75': 0.07, '0.8': 0.07, '0.9': 0.47}",0,1,0.0,MISS,-1.0,0.1209,0.1209,False,2026-03-14
