player_id,player_name,game_id,game,team_id,stat,side,line,odds,bet_vendor,model_prob,market_prob,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
409,Dennis Schroder,18447813,Cleveland Cavaliers @ Milwaukee Bucks,6,blk,OVER,0.5,500,betway,0.4209,0.1549,1.5255,0.076,0.41,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.41, '0.6': 0.72, '0.67': 0.85, '0.75': 1.1, '0.8': 1.14, '0.9': 1.14}",0,2,0.0,MISS,-1.0,0.266,0.266,False,2026-03-17
38017507,Andrew Nembhard,18447812,Indiana Pacers @ New York Knicks,12,blk,OVER,0.5,550,betmgm,0.3591,0.1429,1.3341,0.061,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.32, '0.67': 0.35, '0.75': 0.64, '0.8': 0.73, '0.9': 0.9}",0,2,,NO_ACTION,0.0,,,False,2026-03-17
3547299,Sam Merrill,18447813,Cleveland Cavaliers @ Milwaukee Bucks,6,blk,OVER,0.5,500,betway,0.3744,0.1549,1.2465,0.062,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.38, '0.67': 0.51, '0.75': 0.82, '0.8': 0.95, '0.9': 1.19}",0,2,0.0,MISS,-1.0,0.2195,0.2195,False,2026-03-17
38017727,Collin Gillespie,18447814,Phoenix Suns @ Minnesota Timberwolves,24,blk,OVER,0.5,425,betmgm,0.3945,0.1765,1.0712,0.063,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.47, '0.67': 0.84, '0.75': 1.13, '0.8': 1.19, '0.9': 1.2}",0,3,0.0,MISS,-1.0,0.218,0.218,False,2026-03-17
17896058,Trendon Watford,18447815,Philadelphia 76ers @ Denver Nuggets,23,fg3m,OVER,0.5,260,betway,0.574,0.2577,1.0664,0.103,0.52,"{'0.1': 0.52, '0.2': 0.52, '0.25': 0.52, '0.33': 0.52, '0.4': 0.52, '0.5': 0.52, '0.6': 0.59, '0.67': 0.7, '0.75': 0.92, '0.8': 1.1, '0.9': 1.4}",0,1,0.0,MISS,-1.0,0.3163,0.3163,False,2026-03-17
666682,Keldon Johnson,18447816,San Antonio Spurs @ Sacramento Kings,27,blk,OVER,0.5,425,betway,0.369,0.1765,0.9372,0.055,0.33,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.33, '0.6': 0.34, '0.67': 0.47, '0.75': 0.68, '0.8': 0.84, '0.9': 0.84}",0,1,0.0,MISS,-1.0,0.1925,0.1925,False,2026-03-17
17895966,Jalen Green,18447814,Phoenix Suns @ Minnesota Timberwolves,24,blk,OVER,0.5,425,betway,0.3639,0.1788,0.9104,0.054,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.34, '0.67': 0.4, '0.75': 0.7, '0.8': 0.71, '0.9': 1.06}",0,2,1.0,HIT,4.25,0.1851,0.1851,False,2026-03-17
1028028993,Jaylon Tyson,18447813,Cleveland Cavaliers @ Milwaukee Bucks,6,blk,OVER,0.5,325,betway,0.4413,0.2176,0.8756,0.067,0.57,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.57, '0.6': 0.71, '0.67': 0.91, '0.75': 1.05, '0.8': 1.15, '0.9': 1.15}",0,2,0.0,MISS,-1.0,0.2237,0.2237,False,2026-03-17
191,Tim Hardaway Jr.,18447815,Philadelphia 76ers @ Denver Nuggets,8,blk,OVER,0.5,350,betway,0.3881,0.2059,0.7467,0.053,0.35,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.35, '0.6': 0.35, '0.67': 0.77, '0.75': 0.77, '0.8': 0.88, '0.9': 0.92}",0,2,0.0,MISS,-1.0,0.1822,0.1822,False,2026-03-17
472,Russell Westbrook,18447816,San Antonio Spurs @ Sacramento Kings,26,blk,OVER,0.5,425,betmgm,0.3304,0.1775,0.7344,0.043,0.33,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.33, '0.6': 0.36, '0.67': 0.5, '0.75': 0.5, '0.8': 0.5, '0.9': 0.76}",0,2,0.0,MISS,-1.0,0.1529,0.1529,False,2026-03-17
