player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
3547242,Deni Avdija,18447838,Portland Trail Blazers @ Minnesota Timberwolves,25,reb,UNDER,6.5,-140,124,-140,fanduel,0.672,0.5665,0.1055,0.1519,0.053,3.54,"{'0.1': 2.27, '0.2': 2.76, '0.25': 3.36, '0.33': 3.37, '0.4': 3.38, '0.5': 3.54, '0.6': 4.87, '0.67': 4.87, '0.75': 5.33, '0.8': 5.33, '0.9': 5.88}",0,2,0.05,global,False,8.0,MISS,-1.0,-0.1055,-0.1055,False,2026-03-20
57875092,Gui Santos,18447835,Golden State Warriors @ Detroit Pistons,10,ast,OVER,2.5,-143,-143,125,draftkings,0.6386,0.5697,0.0688,0.0851,0.03,4.35,"{'0.1': 2.38, '0.2': 2.91, '0.25': 3.38, '0.33': 3.75, '0.4': 4.03, '0.5': 4.35, '0.6': 4.42, '0.67': 4.62, '0.75': 5.11, '0.8': 5.24, '0.9': 5.26}",0,3,0.025,global,False,5.0,HIT,0.6993006993006992,0.0689,0.0409,True,2026-03-20
