role_bucket,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
core,214,214,214,6,4,1,0.18755593262850462,0.23674930746181116,0.5612948829514304,0.6668746825474146,2.588944703796728,,covered,unknown,,True,-0.04919337483330655,-0.10557979959598418,,unavailable_market_distribution,True,True,True,False,,,,,,,,,,,False
none,2673,397,397,8,14,1,0.23611321119907858,0.2480417958336774,0.6615286005214356,0.6884671164833416,3.008332207441052,,covered,unknown,,True,-0.01192858463459881,-0.026938515961905996,,unavailable_market_distribution,True,True,True,False,,,,,,,,,,,False
rotation,232,232,232,6,5,1,0.16558831037715518,0.26956337924115575,0.5086280534131705,0.7378004822076462,3.116583391896551,,covered,unknown,,True,-0.10397506886400057,-0.22917242879447564,,unavailable_market_distribution,True,True,True,False,,,,,,,,,,,False
starter,343,343,343,7,5,1,0.22671416678571427,0.2205802363145529,0.6452068780168604,0.629913414406019,3.7317004336224504,,covered,unknown,model_logloss_not_better,False,0.00613393047116137,0.015293463610841385,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
