player_id,player_name,team,opponent,game_id,is_home,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,model_p_over,edge,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
12,Kyle Anderson,MIN,SAS,21707977,True,pts,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,reb,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,ast,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,fg3m,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,tov,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,stl,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,blk,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,stocks,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,pa,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,pr,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,ra,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707977,True,pra,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,pts,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,reb,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,ast,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,fg3m,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,tov,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,stl,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,blk,,,,,,,,fringe,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707977,False,stocks,,,,,,,,fringe,fresh,projected,full
