game_date,player_name,team,opponent,stat,line,outcome_k,probability,cdf,survival_prob_ge_k,p_over_line_model,market_fair_over_prob,model_edge_vs_market,pmf_source
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,74,0.0,0.9985,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,75,0.0,0.9985,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,76,0.0,0.9985,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,77,0.0,0.9985,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,78,0.0,0.9985,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,79,0.0,0.9985,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,pts,26.5,80,0.0015,1.0,0.0015,0.446,0.509,-0.063,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,0,0.0001,0.0001,1.0,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,1,0.0279,0.0279,0.9999,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,2,0.0381,0.0661,0.9721,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,3,0.0708,0.1369,0.9339,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,4,0.1037,0.2406,0.8631,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,5,0.1343,0.3749,0.7594,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,6,0.136,0.5109,0.6251,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,7,0.1412,0.6522,0.4891,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,8,0.1185,0.7706,0.3478,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,9,0.0814,0.852,0.2294,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,10,0.0568,0.9088,0.148,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,11,0.0447,0.9535,0.0912,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,12,0.0207,0.9741,0.0465,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,13,0.013,0.9871,0.0259,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,14,0.0068,0.9939,0.0129,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,15,0.0026,0.9965,0.0061,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,16,0.0022,0.9987,0.0035,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,17,0.0004,0.9992,0.0013,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,18,0.0006,0.9997,0.0008,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,19,0.0,0.9997,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,20,0.0,0.9997,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,21,0.0,0.9997,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,22,0.0,0.9997,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,23,0.0,0.9997,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,24,0.0,0.9997,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,ast,6.5,25,0.0003,1.0,0.0003,0.4891,0.5,-0.0109,cal_role_aware_v1
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,0,0.0001,0.0001,1.0,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,1,0.2733,0.2734,0.9999,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,2,0.2912,0.5646,0.7266,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,3,0.2144,0.779,0.4354,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,4,0.1256,0.9047,0.221,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,5,0.0559,0.9605,0.0953,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,6,0.0358,0.9963,0.0395,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,7,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,8,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,9,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,10,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,11,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,12,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,13,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,14,0.0,0.9963,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Jamal Murray,Denver Nuggets,Minnesota Timberwolves,fg3m,3.5,15,0.0037,1.0,0.0037,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,0,0.0002,0.0002,1.0,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,1,0.0136,0.0138,0.9998,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,2,0.0126,0.0263,0.9862,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,3,0.0137,0.0401,0.9737,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,4,0.0167,0.0568,0.9599,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,5,0.0227,0.0794,0.9432,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,6,0.0284,0.1079,0.9206,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,7,0.033,0.1408,0.8921,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,8,0.0342,0.175,0.8592,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,9,0.0401,0.2151,0.825,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,10,0.0446,0.2597,0.7849,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,11,0.0489,0.3086,0.7403,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,12,0.045,0.3535,0.6914,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,13,0.0575,0.411,0.6465,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,14,0.0619,0.4728,0.589,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,15,0.0551,0.5279,0.5272,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,16,0.0552,0.5831,0.4721,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,17,0.0569,0.64,0.4169,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,18,0.0465,0.6865,0.36,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,19,0.0443,0.7308,0.3135,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,20,0.0417,0.7725,0.2692,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,21,0.0464,0.8188,0.2275,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,22,0.0304,0.8493,0.1812,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,23,0.0303,0.8796,0.1507,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,24,0.0242,0.9038,0.1204,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,25,0.0185,0.9223,0.0962,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,26,0.0187,0.941,0.0777,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,27,0.0144,0.9554,0.059,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,28,0.0124,0.9678,0.0446,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,29,0.0082,0.9761,0.0322,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,30,0.0067,0.9828,0.0239,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,31,0.0052,0.988,0.0172,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,32,0.0029,0.9909,0.012,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,33,0.0039,0.9947,0.0091,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,34,0.001,0.9958,0.0053,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,35,0.0011,0.9968,0.0042,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,36,0.0,0.9968,0.0032,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,37,0.0018,0.9986,0.0032,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,38,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,39,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,40,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,41,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,42,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,43,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,44,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,45,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,46,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,47,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,48,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,49,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,50,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,51,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,52,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,53,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,54,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,55,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,56,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,57,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,58,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,59,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,60,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,61,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,62,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,63,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,64,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,65,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,66,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,67,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,68,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,69,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,70,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,71,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,72,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,73,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,74,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,75,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,76,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,77,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,78,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,79,0.0,0.9986,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,pts,10.5,80,0.0014,1.0,0.0014,0.7403,0.4914,0.2489,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,0,0.0001,0.0001,1.0,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,1,0.0261,0.0261,0.9999,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,2,0.0506,0.0767,0.9739,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,3,0.0785,0.1552,0.9233,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,4,0.1109,0.2661,0.8448,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,5,0.1353,0.4014,0.7339,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,6,0.1378,0.5393,0.5986,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,7,0.1263,0.6656,0.4607,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,8,0.093,0.7586,0.3344,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,9,0.0807,0.8392,0.2414,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,10,0.0556,0.8948,0.1608,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,11,0.041,0.9358,0.1052,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,12,0.0263,0.9621,0.0642,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,13,0.0141,0.9763,0.0379,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,14,0.0097,0.9859,0.0237,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,15,0.0062,0.9922,0.0141,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,16,0.0042,0.9964,0.0078,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,17,0.0012,0.9976,0.0036,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,18,0.0014,0.999,0.0024,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,19,0.0006,0.9996,0.001,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,20,0.0002,0.9998,0.0004,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,21,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,22,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,23,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,24,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,25,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,26,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
2026-04-27,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,reb,4.5,27,0.0,0.9998,0.0002,0.7339,0.4831,0.2508,cal_role_aware_v1
