game_date,game_id,game_start_et,team,opponent,player_id,player_name,stat,role_bucket,line,mean,median,mode,p_over_line_model,market_fair_over_prob,model_edge_vs_market,pmf_source,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20,prob_21,prob_22,prob_23,prob_24,prob_25,prob_26,prob_27,prob_28,prob_29,prob_30,prob_31,prob_32,prob_33,prob_34,prob_35,prob_36,prob_37,prob_38,prob_39,prob_40,prob_41,prob_42,prob_43,prob_44,prob_45,prob_46,prob_47,prob_48,prob_49,prob_50,prob_51,prob_52,prob_53,prob_54,prob_55,prob_56,prob_57,prob_58,prob_59,prob_60,prob_61,prob_62,prob_63,prob_64,prob_65,prob_66,prob_67,prob_68,prob_69,prob_70,prob_71,prob_72,prob_73,prob_74,prob_75,prob_76,prob_77,prob_78,prob_79,prob_80
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,335,Jamal Murray,pts,starter,26.5,24.8083,25,27,0.446,0.509,-0.063,cal_role_aware_v1,0.0001,0.0074,0.0065,0.0038,0.0067,0.0055,0.0059,0.0074,0.008,0.0093,0.0149,0.013,0.0155,0.0154,0.0171,0.0221,0.0259,0.023,0.0328,0.0356,0.0393,0.037,0.0363,0.044,0.0414,0.0398,0.0403,0.0507,0.0406,0.0477,0.0365,0.0431,0.0345,0.0278,0.0243,0.021,0.02,0.0186,0.0149,0.0113,0.0106,0.009,0.0075,0.0069,0.0041,0.0049,0.0025,0.0015,0.0,0.0012,0.0014,0.001,0.001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,335,Jamal Murray,ast,starter,6.5,6.558,6,7,0.4891,0.5,-0.0109,cal_role_aware_v1,0.0001,0.0279,0.0381,0.0708,0.1037,0.1343,0.136,0.1412,0.1185,0.0814,0.0568,0.0447,0.0207,0.013,0.0068,0.0026,0.0022,0.0004,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,335,Jamal Murray,fg3m,starter,3.5,2.551,2,2,0.221,0.407,-0.186,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2,0.0001,0.2733,0.2912,0.2144,0.1256,0.0559,0.0358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,177,Aaron Gordon,pts,core,10.5,15.2971,15,14,0.7403,0.4914,0.2489,cal_role_aware_v1,0.0002,0.0136,0.0126,0.0137,0.0167,0.0227,0.0284,0.033,0.0342,0.0401,0.0446,0.0489,0.045,0.0575,0.0619,0.0551,0.0552,0.0569,0.0465,0.0443,0.0417,0.0464,0.0304,0.0303,0.0242,0.0185,0.0187,0.0144,0.0124,0.0082,0.0067,0.0052,0.0029,0.0039,0.001,0.0011,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,177,Aaron Gordon,reb,core,4.5,6.5339,6,6,0.7339,0.4831,0.2508,cal_role_aware_v1,0.0001,0.0261,0.0506,0.0785,0.1109,0.1353,0.1378,0.1263,0.093,0.0807,0.0556,0.041,0.0263,0.0141,0.0097,0.0062,0.0042,0.0012,0.0014,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,667378,Naz Reid,pts,rotation,13.5,11.6844,11,9,0.3667,0.4856,-0.1189,cal_role_aware_v1,0.0002,0.0318,0.0332,0.0316,0.0347,0.0385,0.0508,0.0543,0.0551,0.0691,0.0542,0.0615,0.0561,0.0623,0.0574,0.0519,0.0503,0.0391,0.032,0.0235,0.0258,0.0209,0.0192,0.0091,0.0097,0.0076,0.0046,0.0045,0.0019,0.0045,0.0007,0.0014,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,667378,Naz Reid,fg3m,rotation,1.5,2.1653,2,1,0.6035,0.4235,0.18,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2,0.0493,0.3472,0.2763,0.1775,0.0871,0.031,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,176,Rudy Gobert,pts,core,10.5,10.932,10,9,0.4722,0.4624,0.0098,cal_role_aware_v1,0.0002,0.0214,0.0236,0.0317,0.05,0.0528,0.0599,0.0667,0.066,0.0806,0.0749,0.0693,0.0607,0.0529,0.045,0.0421,0.0387,0.0252,0.0309,0.0247,0.0189,0.0166,0.0089,0.0118,0.0064,0.0046,0.0057,0.0025,0.0007,0.0021,0.0014,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,176,Rudy Gobert,reb,core,10.5,9.4261,9,10,0.3626,0.5387,-0.1761,cal_role_aware_v1,0.0001,0.008,0.012,0.0187,0.0351,0.0519,0.0773,0.0959,0.1054,0.1142,0.1189,0.1008,0.0835,0.0543,0.0429,0.0358,0.017,0.0125,0.0058,0.0052,0.0023,0.0015,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,246,Nikola Jokic,pts,starter,30.5,26.6942,27,30,0.363,0.5141,-0.1511,cal_role_aware_v1,0.0001,0.0051,0.0052,0.0056,0.0068,0.0056,0.0053,0.005,0.0064,0.0081,0.0091,0.0108,0.0139,0.0132,0.0157,0.0196,0.0211,0.0238,0.0241,0.0226,0.0329,0.0365,0.0303,0.0343,0.035,0.0363,0.0399,0.0397,0.0388,0.0415,0.0446,0.0389,0.0333,0.0429,0.0329,0.0347,0.0216,0.023,0.0229,0.0201,0.0161,0.0169,0.0152,0.007,0.0076,0.0062,0.005,0.0058,0.0034,0.004,0.0004,0.002,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,246,Nikola Jokic,reb,starter,13.5,13.3611,13,13,0.4891,0.5384,-0.0493,cal_role_aware_v1,0.0001,0.0057,0.0069,0.0081,0.0093,0.0131,0.0166,0.0282,0.041,0.0523,0.0715,0.0708,0.0912,0.0961,0.0886,0.0893,0.0805,0.0639,0.0564,0.0336,0.0277,0.0149,0.0129,0.0079,0.0058,0.0027,0.002,0.001,0.0004,0.0006,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,246,Nikola Jokic,ast,starter,9.5,9.0184,9,8,0.4394,0.4739,-0.0345,cal_role_aware_v1,0.0001,0.0125,0.0155,0.0223,0.031,0.0659,0.0794,0.0921,0.1221,0.1197,0.1177,0.0987,0.0842,0.0548,0.0362,0.018,0.0123,0.0078,0.0042,0.0022,0.0015,0.0011,0.0003,0.0003,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,246,Nikola Jokic,fg3m,starter,1.5,1.5141,1,1,0.4287,0.6,-0.1713,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2,0.1971,0.3742,0.25,0.1155,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Denver Nuggets,Minnesota Timberwolves,666679,Cameron Johnson,fg3m,core,1.5,2.0437,2,1,0.5886,0.5397,0.0489,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2,0.0657,0.3457,0.2803,0.1785,0.0831,0.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,3547259,Jaden McDaniels,pts,core,17.0,14.814,14,12,0.3288,0.489,-0.1602,cal_role_aware_v1,0.0002,0.0147,0.0145,0.0183,0.0239,0.0316,0.037,0.0384,0.0409,0.0472,0.0473,0.0477,0.057,0.0564,0.0545,0.051,0.0461,0.0446,0.0475,0.0338,0.0305,0.0269,0.0278,0.0272,0.0161,0.0221,0.0154,0.024,0.0102,0.0065,0.0093,0.0061,0.0052,0.0035,0.0044,0.0051,0.0007,0.0018,0.0017,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,3547259,Jaden McDaniels,reb,core,4.5,3.756,3,3,0.3165,0.5643,-0.2478,cal_role_aware_v1,0.0285,0.1045,0.1643,0.2066,0.1797,0.1299,0.0795,0.0543,0.0248,0.0134,0.0081,0.0043,0.0012,0.0005,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,3547259,Jaden McDaniels,ast,core,2.5,2.7884,3,3,0.5281,0.561,-0.0329,cal_role_aware_v1,0.078,0.1837,0.2103,0.2186,0.1514,0.0832,0.0465,0.015,0.0068,0.0031,0.0018,0.0009,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,21681987,2026-04-27T22:30:00-04:00,Minnesota Timberwolves,Denver Nuggets,3547259,Jaden McDaniels,fg3m,core,1.5,1.8823,2,1,0.533,0.4441,0.0889,cal_role_aware_v1+fg3m_tail_shrink_k7_w0.2,0.109,0.358,0.263,0.1588,0.0699,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
