stat,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
ast,16,2.4779787372126547,0.08501374327957904,-0.05178043326546483,2.4793654321059484,0.10368259852613958
fg3m,11,1.4111571466621908,0.029733018698186564,0.4620765652968565,1.0659893322019842,0.2688143588471436
pts,18,2.208999007901195,0.1357514485250827,-5.000335275827291,6.99054595862489,0.023335281162359535
reb,24,2.5215095486589436,0.08935946075781959,-1.4771206743129275,2.4326915320882225,0.10013085279723562
