stat,n,clv_close_minus_morning_p_mean,clv_book_close_minus_morning_p_mean,model_edge_movement_mean
ast,57,-0.20742271639913815,-0.0006846418266598667,0.0006846418266598672
fg3m,92,-0.13371188201119946,0.0003268310126779224,-0.0003268310126779224
pts,156,-0.1450332239323643,-0.0007721890902222012,0.0007721890902222012
reb,108,-0.06376743889954158,0.00032627630595830174,-0.00032627630595830174
