stat,role_bucket,n,raw_model_logloss,active_model_logloss,market_logloss,raw_model_brier,active_model_brier,market_brier,delta_logloss_active_vs_market,delta_brier_active_vs_market,event_neutral_applied_count,pmf_mean_shift_applied_count,mean_bias_before,mean_bias_after,calibration_pass,model_better_calibrated,market_superiority_pass,bootstrap_ci_pass,strict_claimable,remaining_primary_blocker,remaining_secondary_blockers,next_repair_family,do_not_claim_reason,market_superiority_eligible,ledger_dominant_failure
stocks,starter,413,10.760970187776694,10.229259760372072,0.6897037899860966,0.4281668889285762,0.42821896239749235,0.24830371425703465,9.539555970385976,0.1799152481404577,413,0,-1.4539172911891463,-1.4539172911891463,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
stocks,unknown,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pa,nan,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,
pa,bench,153,0.6652739793096846,0.6652739793096846,0.6789681730161417,0.23717428674836602,0.23717428674836602,0.24376914743747072,-0.01369419370645708,-0.006594860689104698,0,0,-3.215124509803921,-3.215124509803921,False,False,True,False,False,bootstrap_ci_not_better,bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,calibration_fail|bootstrap_math_fail,True,nan
pa,core,2287,0.7098296777380096,0.6788915824402432,0.6490490939184468,0.2557349066484477,0.24310258324278533,0.2291465272491156,0.029842488521796384,0.013956055993669725,2287,0,-2.8986544818539555,-2.8986544818539555,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pa,fringe,36,0.5528696657281604,0.5528696657281604,0.7583762117116389,0.15744487222222223,0.15744487222222223,0.27806708018416304,-0.2055065459834785,-0.12062220796194081,0,0,0.79176527777778,0.79176527777778,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pa,inactive_risk,68,1.0631136788674806,1.0631136788674806,0.6894900220822234,0.39379488948529406,0.39379488948529406,0.24836411409898146,0.3736236567852572,0.1454307753863126,0,0,-15.049588235294111,-15.049588235294111,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pa,rotation,760,0.7093815745442752,0.7093815745442752,0.6796941015185862,0.2570125989572369,0.2570125989572369,0.24327418216873434,0.02968747302568897,0.013738416788502544,760,0,-2.2439840789473675,-2.2439840789473675,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pa,starter,3113,0.6118356163470701,0.6118356163470701,0.6222379049674355,0.2106504202055895,0.2106504202055895,0.21694363166064354,-0.010402288620365407,-0.006293211455054043,0,0,-2.7513957275939562,-2.7513957275939562,False,False,True,False,False,bootstrap_ci_not_better,bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,calibration_fail|bootstrap_math_fail,True,nan
pa,unknown,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pr,nan,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,
pr,bench,604,0.6882936693234277,0.6882936693234277,0.6687214948280358,0.24398789281870856,0.24398789281870856,0.2384221945191025,0.019572174495391947,0.00556569829960607,0,0,-0.9142143211920516,-0.9142143211920516,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,mean_too_low
